key,new_vs_harvest,score,red_flag,families,via,title,year,authors,venue,doi,openalex,cited_by,abstract
10.1007/978-94-015-8577-4_7,True,2,False,I,forward:10.1007/BF02551235,The Angle Between Subspaces of a Hilbert Space,1995,Frank Deutsch,,10.1007/978-94-015-8577-4_7,https://openalex.org/W2089196355,160,
10.1109/tsp.2013.2243442,True,2,False,I,forward:10.1007/BF02551235,Low-Complexity DOA Estimation Based on Compressed MUSIC and Its Performance Analysis,2013,Feng‐Gang Yan; Ming Jin; Xiaolin Qiao,IEEE Transactions on Signal Processing,10.1109/tsp.2013.2243442,https://openalex.org/W2011768471,157,"This paper presents a new computationally efficient method for direction-of-arrival (DOA) estimation with arbitrary arrays. The total angular field-of-view is first divided into several small sectors and the original noise subspace exploited by the multiple signal classification (MUSIC) algorithm is mapped from one sector to the other sectors by a Hadarmard product transformation. This transformation gives a new noise-like subspace cluster (NLSC), whose intersection is found to be simultaneously orthogonal to the steering vectors associated with the true DOAs and several virtual DOAs. Based on such a multiple orthogonality, a novel compressed MUSIC (C-MUSIC) spatial spectrum at hand is derived. Unlike MUSIC with tremendous spectral search, C-MUSIC involves a limited search over only one sector, and hence it is computationally very attractive. To obtain the intersection of NLSC for more than two sectors, a low-complexity method is also proposed in the present work, which shows advantages over the existing alternative projection method (APM) and singular value decomposition (SVD) techniques. Furthermore, the mean square errors (MSEs) of the proposed estimator is derived. Simulation results illustrate that C-MUSIC trades-off MSEs by complexity and resolution as compared to the standard MUSIC efficiently."
10.1007/978-94-011-2634-2_5,True,2,False,I,forward:10.1007/BF02551235,The Method of Alternating Orthogonal Projections,1992,Frank Deutsch,,10.1007/978-94-011-2634-2_5,https://openalex.org/W33977302,118,
10.1287/moor.2016.0827,True,2,False,I,forward:10.1007/BF02551235,Faster Convergence Rates of Relaxed Peaceman-Rachford and ADMM Under Regularity Assumptions,2017,Damek Davis; Wotao Yin,Mathematics of Operations Research,10.1287/moor.2016.0827,https://openalex.org/W1825307613,101,"In this paper, we provide a comprehensive convergence rate analysis of the Douglas-Rachford splitting (DRS), Peaceman-Rachford splitting (PRS), and alternating direction method of multipliers (ADMM) algorithms under various regularity assumptions including strong convexity, Lipschitz differentiability, and bounded linear regularity. The main consequence of this work is that relaxed PRS and ADMM automatically adapt to the regularity of the problem and achieve convergence rates that improve upon the (tight) worst-case rates that hold in the absence of such regularity. All of the results are obtained using simple techniques."
projectionalgorithmsandmonotoneoperators,True,2,False,I,forward:10.1007/BF02551235,Projection algorithms and monotone operators,1996,Jonathan M. Borwein; Heinz Hermann Bauschke,,,https://openalex.org/W1557931734,97,"This thesis consists of two parts.
In Part I, projection algorithms for solving convex feasibility problems in Hilbert space are studied. Powerful techniques from Convex Analysis are employed within a very general framework that covers and extends many well-known results. Ostensibly different looking conditions sufficient for linear convergence are shown to be special instances of regularity--a concept new in this context. Numerous examples, including subgradient algorithms, are presented.
Several notions of monotonicity of operators on Banach spaces are analyzed in Part II. Utilizing Convex and Functional Analysis, it is shown that for a bounded linear positive semi-definite operator, all these monotonicities coincide with the monotonicity of the conjugate operator. Moreover, monotonicity of the conjugate operator is automatic in many classical Banach spaces but not in spaces containing a complemented copy of the space of absolutely convergent sequences."
10.1090/s0002-9947-03-03136-2,True,2,False,I,forward:10.1007/BF02551235,Accelerating the convergence of the method of alternating projections,2003,Heinz H. Bauschke; Frank Deutsch; Hein Hundal; Sung-Ho Park,Transactions of the American Mathematical Society,10.1090/s0002-9947-03-03136-2,https://openalex.org/W2008925030,88,"The powerful von Neumann-Halperin method of alternating projections (MAP) is an algorithm for determining the best approximation to any given point in a Hilbert space from the intersection of a finite number of subspaces. It achieves this by reducing the problem to an iterative scheme which involves only computing best approximations from the individual subspaces which make up the intersection. The main practical drawback of this algorithm, at least for some applications, is that the method is slowly convergent. In this paper, we consider a general class of iterative methods which includes the MAP as a special case. For such methods, we study an “accelerated” version of this algorithm that was considered earlier by Gubin, Polyak, and Raik (1967) and by Gearhart and Koshy (1989). We show that the accelerated algorithm converges faster than the MAP in the case of two subspaces, but is, in general, not faster than the MAP for more than two subspaces! However, for a “symmetric” version of the MAP, the accelerated algorithm always converges faster for any number of subspaces. Our proof seems to require the use of the Spectral Theorem for selfadjoint mappings."
10.1006/jmaa.1997.5202,True,2,False,I,forward:10.1007/BF02551235,"The Rate of Convergence for the Method of Alternating Projections, II",1997,Frank Deutsch; Hein Hundal,Journal of Mathematical Analysis and Applications,10.1006/jmaa.1997.5202,https://openalex.org/W2052610157,85,
10.1023/a:1022631928592,True,2,False,I,forward:10.1007/BF02551235,Convergence of Bregman Projection Methods for Solving Consistent Convex Feasibility Problems in Reflexive Banach Spaces,1997,Yakov Alber; Dan Butnariu,Journal of Optimization Theory and Applications,10.1023/a:1022631928592,https://openalex.org/W1935121520,70,
10.1016/j.jmaa.2004.12.050,True,2,False,I,forward:10.1007/BF02551235,On the rate of convergence of the alternating projection method in finite dimensional spaces,2005,Aurél Galántai,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2004.12.050,https://openalex.org/W2020004242,55,
10.1080/00207169008803865,True,2,False,I,forward:10.1007/BF02551235,On the behavior of a block-iterative projection method for solving convex feasibility problems,1990,Dan Butnariu; Yair Censor,International Journal of Computer Mathematics,10.1080/00207169008803865,https://openalex.org/W1979948370,51,The behavior of a class of block-iterative projection algorithms for solving convex feasibility problems is studied. A limit characterization theorem and a convergence criterion are proven. Ways of accelerating the computational procedures are pointed out.
10.1016/j.jat.2008.04.001,True,2,False,I,backward:10.48550/arXiv.1704.00308;forward:10.1007/BF02551235,The rate of convergence for the cyclic projections algorithm III: Regularity of convex sets,2008,Frank Deutsch; Hein Hundal,Journal of Approximation Theory,10.1016/j.jat.2008.04.001,https://openalex.org/W2002110362,49,
10.1007/s11075-015-0085-4,True,2,False,I,backward:10.48550/arXiv.1704.00308;forward:10.1007/BF02551235,Optimal Rates of Linear Convergence of Relaxed Alternating Projections and Generalized Douglas-Rachford Methods for Two Subspaces,2015,Heinz H. Bauschke; Yunier Bello-Cruz; T. T. A. Nghia; Hung M. Pha; Xianfu Wang,Numerical Algorithms,10.1007/s11075-015-0085-4,https://openalex.org/W2287475882,45,
10.1111/j.1475-3995.2008.00682.x,True,2,False,I,backward:10.48550/arXiv.1704.00308;forward:10.1007/BF02551235,Characterizing arbitrarily slow convergence in the method of alternating projections,2009,Heinz H. Bauschke; Frank Deutsch; Hein Hundal,International Transactions in Operational Research,10.1111/j.1475-3995.2008.00682.x,https://openalex.org/W2594309699,42,"Abstract Bauschke, Borwein, and Lewis have stated a trichotomy theorem that characterizes when the convergence of the method of alternating projections can be arbitrarily slow. However, there are two errors in their proof of this theorem. In this note, we show that although one of the errors is critical, the theorem itself is correct. We give a different proof that uses the multiplicative form of the spectral theorem, and the theorem holds in any real or complex Hilbert space, not just in a real Hilbert space."
10.1214/aos/1176348251,True,2,False,I,forward:10.1007/BF02551235,Efficient Estimation of Linear Functionals of a Probability Measure $P$ with Known Marginal Distributions,1991,Peter J. Bickel; Ya’acov Ritov; Jon A. Wellner,The Annals of Statistics,10.1214/aos/1176348251,https://openalex.org/W2085043224,41,"Suppose that $P$ is the distribution of a pair of random variables $(X, Y)$ on a product space $\mathbb{X} \times \mathbb{Y}$ with known marginal distributions $P_X$ and $P_Y$. We study efficient estimation of functions $\theta(h) = \int h dP$ for fixed $h: \mathbb{X} \times \mathbb{Y} \rightarrow R$ under iid sampling of $(X, Y)$ pairs from $P$ and a regularity condition on $P$. Our proposed estimator is based on partitions of both $\mathbb{X}$ and $\mathbb{Y}$ and the modified minimum chi-square estimates of Deming and Stephan (1940). The asymptotic behavior of our estimator is governed by the projection on a certain sum subspace of $L_2(P)$, or equivalently by a pair of equations which we call the ""ACE equations."""
10.1007/s00365-013-9213-3,True,2,False,I,forward:10.1007/BF02551235,Alternating Projections on Nontangential Manifolds,2013,Фредрик Андерссон; Marcus Carlsson,Constructive Approximation,10.1007/s00365-013-9213-3,https://openalex.org/W2074065373,39,
10.48550/arxiv.1407.5210,True,2,False,I,forward:10.1007/BF02551235,Faster convergence rates of relaxed Peaceman-Rachford and ADMM under regularity assumptions,2014,Damek Davis; Wotao Yin,arXiv (Cornell University),10.48550/arxiv.1407.5210,https://openalex.org/W2951264764,36,"Splitting schemes are a class of powerful algorithms that solve complicated monotone inclusion and convex optimization problems that are built from many simpler pieces. They give rise to algorithms in which the simple pieces of the decomposition are processed individually. This leads to easily implementable and highly parallelizable algorithms, which often obtain nearly state-of-the-art performance. In this paper, we provide a comprehensive convergence rate analysis of the Douglas-Rachford splitting (DRS), Peaceman-Rachford splitting (PRS), and alternating direction method of multipliers (ADMM) algorithms under various regularity assumptions including strong convexity, Lipschitz differentiability, and bounded linear regularity. The main consequence of this work is that relaxed PRS and ADMM automatically adapt to the regularity of the problem and achieve convergence rates that improve upon the (tight) worst-case rates that hold in the absence of such regularity. All of the results are obtained using simple techniques."
10.1016/j.jat.2006.02.006,True,2,False,I,forward:10.1007/BF02551235,The rate of convergence for the cyclic projections algorithm II: Norms of nonlinear operators,2006,Frank Deutsch; Hein Hundal,Journal of Approximation Theory,10.1016/j.jat.2006.02.006,https://openalex.org/W1975567493,34,
10.1080/01630569508816635,True,2,False,I,forward:10.1007/BF02551235,Strong convergence of expected-projection methods in hilbert spaces,1995,Dan Butnariu; Sjur Didrik Fl�m,Numerical Functional Analysis and Optimization,10.1080/01630569508816635,https://openalex.org/W2033390858,32,"Projection methods are iterative algorithms for computing common points of convex sets. They proceed via successive or simultaneous projections onto the given sets. Expected-projection methods, as defined in this work, generalize the simultaneous projection methods. We prove under quite mild conditions, that expected-projection methods in Hilbert spaces converge strongly to almost common points of infinite families of convex sets provided that such points exist. Relying on this result we show how expected-projection methods can be used to solve significant problems of applied mathematics."
10.1016/0377-0427(92)00123-q,True,2,False,I,forward:10.1007/BF02551235,Strong convergence of almost simultaneous block-iterative projection methods in Hilbert spaces,1994,Dan Butnariu; Yair Censor,Journal of Computational and Applied Mathematics,10.1016/0377-0427(92)00123-q,https://openalex.org/W2080494359,29,
10.1137/19m1307329,True,2,False,I,forward:10.1007/BF02551235,Low Rank Pure Quaternion Approximation for Pure Quaternion Matrices,2021,Guang‐Jing Song; Weiyang Ding; Michael K. Ng,SIAM Journal on Matrix Analysis and Applications,10.1137/19m1307329,https://openalex.org/W3119498129,27,"Quaternion matrices are employed successfully in many color image processing applications. In particular, a pure quaternion matrix can be used to represent red, green, and blue channels of color images. A low-rank approximation for a pure quaternion matrix can be obtained by using the quaternion singular value decomposition. However, this approximation is not optimal in the sense that the resulting low-rank approximation matrix may not be pure quaternion, i.e., the low-rank matrix contains a real component which is not useful for the representation of a color image. The main contribution of this paper is to find an optimal rank-$r$ pure quaternion matrix approximation for a pure quaternion matrix (a color image). Our idea is to use a projection on a low-rank quaternion matrix manifold and a projection on a quaternion matrix with zero real component, and develop an alternating projections algorithm to find such optimal low-rank pure quaternion matrix approximation. The convergence of the projection algorithm can be established by showing that the low-rank quaternion matrix manifold and the zero real component quaternion matrix manifold has a nontrivial intersection point. Numerical examples on synthetic pure quaternion matrices and color images are presented to illustrate the projection algorithm can find optimal low-rank pure quaternion approximation for pure quaternion matrices or color images."
10.1007/s11075-017-0310-4,True,2,False,I,forward:10.1007/BF02551235,Convergence properties of dynamic string-averaging projection methods in the presence of perturbations,2017,Christian Bargetz; Simeon Reich; Rafał Zalas,Numerical Algorithms,10.1007/s11075-017-0310-4,https://openalex.org/W2598135565,26,"Assuming that the absence of perturbations guarantees weak or strong convergence to a common fixed point, we study the behavior of perturbed products of an infinite family of nonexpansive operators. Our main result indicates that the convergence rate of unperturbed products is essentially preserved in the presence of perturbations. This, in particular, applies to the linear convergence rate of dynamic string-averaging projection methods, which we establish here as well. Moreover, we show how this result can be applied to the superiorization methodology."
10.1007/s10107-019-01437-5,True,2,False,I,forward:10.1007/BF02551235,Worst-case complexity of cyclic coordinate descent: $$O(n^2)$$ gap with randomized version,2019,Ruoyu Sun; Yinyu Ye,Mathematical Programming,10.1007/s10107-019-01437-5,https://openalex.org/W2979298859,22,
10.1016/s1570-579x(01)80013-6,True,2,False,I,forward:10.1007/BF02551235,Accelerating the Convergence of the Method of Alternating Projections Via a Line Search: a Brief Survey,2001,Frank Deutsch,Studies in computational mathematics,10.1016/s1570-579x(01)80013-6,https://openalex.org/W1561390504,18,
10.1016/j.jat.2016.02.001,True,2,False,I,backward:10.48550/arXiv.1704.00308;forward:10.1007/BF02551235,Ritt operators and convergence in the method of alternating projections,2016,Cătălin Badea; David Seifert,Journal of Approximation Theory,10.1016/j.jat.2016.02.001,https://openalex.org/W2207201412,15,
10.1007/s10589-021-00275-6,True,2,False,I,forward:10.1007/BF02551235,The circumcentered-reflection method achieves better rates than alternating projections,2021,Reza Arefidamghani; Roger Behling; Yunier Bello-Cruz; Alfredo N. Iusem; Luiz-Rafael Santos,Computational Optimization and Applications,10.1007/s10589-021-00275-6,https://openalex.org/W3046171782,13,
10.1016/j.jmaa.2013.09.024,True,2,False,I,forward:10.1007/BF02551235,The numerical range and the spectrum of a product of two orthogonal projections,2013,Hubert Klaja,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2013.09.024,https://openalex.org/W2036063702,12,
10.1137/s0036144593251710,True,2,False,I,backward:10.48550/arXiv.1704.00308,On Projection Algorithms for Solving Convex Feasibility Problems,1996,Heinz H. Bauschke; Jonathan M. Borwein,SIAM Review,10.1137/s0036144593251710,https://openalex.org/W2033511209,1718,"Due to their extraordinary utility and broad applicability in many areas of classical mathematics and modern physical sciences (most notably, computerized tomography), algorithms for solving convex feasibility problems continue to receive great attention. To unify, generalize, and review some of these algorithms, a very broad and flexible framework is investigated. Several crucial new concepts which allow a systematic discussion of questions on behaviour in general Hilbert spaces and on the quality of convergence are brought out. Numerous examples are given."
10.1007/bf01027691,True,2,False,I,backward:10.48550/arXiv.1704.00308,On the convergence of von Neumann's alternating projection algorithm for two sets,1993,Heinz H. Bauschke; Jonathan M. Borwein,Set-Valued Analysis,10.1007/bf01027691,https://openalex.org/W2052059821,303,
10.1007/s10589-011-9401-7,True,2,False,I,backward:10.48550/arXiv.1704.00308,On the effectiveness of projection methods for convex feasibility problems with linear inequality constraints,2011,Yair Censor; Wei Chen; Patrick L. Combettes; Ran Davidi; Gábor T. Herman,Computational Optimization and Applications,10.1007/s10589-011-9401-7,https://openalex.org/W2066333552,164,
10.1080/03081088308817526,True,2,False,I,backward:10.48550/arXiv.1704.00308,A limit theorem for projections,1983,Simeon Reich,Linear and Multilinear Algebra,10.1080/03081088308817526,https://openalex.org/W2013548809,101,The main purpose of this paper is to establish a limit theorem for convex combinations of linear projections. We also include nonlinear extensions as well as several applications.
continuityofquantummutualinformation,True,2,False,E,backward:10.1109/TIT.2010.2054130,Continuity of quantum mutual information,2003,Robert Alicki; M. Fannes,arXiv (Cornell University),,https://openalex.org/W115353878,47,"We prove continuity of quantum mutual information S(ρ 12 |ρ 2) with respect to the uniform convergence of states and obtain a bound which is independent of the dimension of the second party. This can, e.g., be used to prove the continuity of squashed entanglement. A, generally mixed, state of a bipartite system is given by a density matrix ρ 12 on a Hilbert space H 12 = H 1 ⊗ H 2. We shall, in order to avoid technical complications, restrict our attention to finite dimensional systems and not distinguish between the density matrix ρ 12 and its associated expectation functional a ↦ → ρ 12 (a): = Tr ρ 12 a, a a linear operator on H 12. The restrictions of ρ 12 to the subsystems 1 and 2 are denoted by ρ 1 and ρ 2, e.g. ρ 1 (a): = ρ 1 (a ⊗ ) = Tr ρ 12 a ⊗ , a a linear operator on H 1. The von Neumann entropy S(ρ) of a state ρ is the quantity Tr η(ρ) with η(x): = −x log x for 0 < x ≤ 1 and η(0) = 0. The mutual information S(ρ 12 | ρ 2) of ρ 12 with respect to the second system is the quantity S(ρ 12 | ρ 2): = S(ρ 12) − S(ρ 2),"
10.1017/cbo9781139525343,True,2,False,E;K,forward:10.1109/18.796385;forward:10.1109/TIT.2010.2054130,Quantum Information Theory,2013,Mark M. Wilde,Cambridge University Press eBooks,10.1017/cbo9781139525343,https://openalex.org/W1409569118,1149,"Finally, here is a modern, self-contained text on quantum information theory suitable for graduate-level courses. Developing the subject 'from the ground up' it covers classical results as well as major advances of the past decade. Beginning with an extensive overview of classical information theory suitable for the non-expert, the author then turns his attention to quantum mechanics for quantum information theory, and the important protocols of teleportation, super-dense coding and entanglement distribution. He develops all of the tools necessary for understanding important results in quantum information theory, including capacity theorems for classical, entanglement-assisted, private and quantum communication. The book also covers important recent developments such as superadditivity of private, coherent and Holevo information, and the superactivation of quantum capacity. This book will be warmly welcomed by the upcoming generation of quantum information theorists and the already established community of classical information theorists."
10.1103/revmodphys.89.015002,True,2,False,E,forward:10.1109/TIT.2010.2054130,Entropic uncertainty relations and their applications,2017,Patrick J. Coles; Mario Berta; Marco Tomamichel; Stephanie Wehner,Reviews of Modern Physics,10.1103/revmodphys.89.015002,https://openalex.org/W2173401535,674,"The Heisenberg uncertainty principle has a more precise formulation in terms of inequalities involving quantum entropies. Currently known entropic uncertainty relations are presented; they capture and extend Heisenberg's idea of the unpredictability of the outcomes of incompatible measurements. Distinct results are obtained for finite- and infinite-dimensional Hilbert spaces. Applications are surveyed, including the formulation of entanglement witnesses, current ideas about wave-particle duality, and the analysis of quantum cryptography."
10.1103/physrevlett.109.120403,True,2,False,E,forward:10.1109/TIT.2010.2054130,Reliable Quantum State Tomography,2012,Matthias Christandl; Renato Renner,Physical Review Letters,10.1103/physrevlett.109.120403,https://openalex.org/W2029147467,205,"Quantum state tomography is the task of inferring the state of a quantum system by appropriate measurements. Since the frequency distributions of the outcomes of any finite number of measurements will generally deviate from their asymptotic limits, the estimates computed by standard methods do not in general coincide with the true state and, therefore, have no operational significance unless their accuracy is defined in terms of error bounds. Here we show that quantum state tomography, together with an appropriate data analysis procedure, yields reliable and tight error bounds, specified in terms of confidence regions-a concept originating from classical statistics. Confidence regions are subsets of the state space in which the true state lies with high probability, independently of any prior assumption on the distribution of the possible states. Our method for computing confidence regions can be applied to arbitrary measurements including fully coherent ones; it is practical and particularly well suited for tomography on systems consisting of a small number of qubits, which are currently in the focus of interest in experimental quantum information science."
10.1007/s00220-011-1309-7,True,2,False,E,forward:10.1109/TIT.2010.2054130,The Quantum Reverse Shannon Theorem Based on One-Shot Information Theory,2011,Mario Berta; Matthias Christandl; Renato Renner,Communications in Mathematical Physics,10.1007/s00220-011-1309-7,https://openalex.org/W1994811895,187,"The Quantum Reverse Shannon Theorem states that any quantum channel can be simulated by an unlimited amount of shared entanglement and an amount of classical communication equal to the channel’s entanglement assisted classical capacity. In this paper, we provide a new proof of this theorem, which has previously been proved by Bennett, Devetak, Harrow, Shor, and Winter. Our proof has a clear structure being based on two recent information-theoretic results: one-shot Quantum State Merging and the Post-Selection Technique for quantum channels."
10.1038/s41534-023-00684-x,True,2,False,E,forward:10.1109/TIT.2010.2054130,Advances in device-independent quantum key distribution,2023,Víctor Zapatero; Tim van Leent; Rotem Arnon-Friedman; Wen‐Zhao Liu; Qiang Zhang; Harald Weinfurter,npj Quantum Information,10.1038/s41534-023-00684-x,https://openalex.org/W4321275966,159,"Abstract Device-independent quantum key distribution (DI-QKD) provides the gold standard for secure key exchange. Not only does it allow for information-theoretic security based on quantum mechanics, but it also relaxes the need to physically model the devices, thereby fundamentally ruling out many quantum hacking threats to which non-DI QKD systems are vulnerable. In practice though, DI-QKD is very challenging. It relies on the loophole-free violation of a Bell inequality, a task that requires high quality entanglement to be distributed between distant parties and close to perfect quantum measurements, which is hardly achievable with current technology. Notwithstanding, recent theoretical and experimental efforts have led to proof-of-principle DI-QKD implementations. In this article, we review the state-of-the-art of DI-QKD by highlighting its main theoretical and experimental achievements, discussing recent proof-of-principle demonstrations, and emphasizing the existing challenges in the field."
10.1007/s00220-014-1990-4,True,2,False,E,forward:10.1109/TIT.2010.2054130,One-Shot Decoupling,2014,Frédéric Dupuis; Mario Berta; Jürg Wullschleger; Renato Renner,Communications in Mathematical Physics,10.1007/s00220-014-1990-4,https://openalex.org/W2020582875,144,"If a quantum system A , which is initially correlated to another system, E , undergoes an evolution separated from E , then the correlation to E generally decreases. Here, we study the conditions under which the correlation disappears (almost) completely, resulting in a decoupling of A from E . We give a criterion for decoupling in terms of two smooth entropies, one quantifying the amount of initial correlation between A and E , and the other characterizing the mapping that describes the evolution of A . The criterion applies to arbitrary such mappings in the general one-shot setting. Furthermore, the criterion is tight for mappings that satisfy certain natural conditions. One-shot decoupling has a number of applications both in physics and information theory, e.g., as a building block for quantum information processing protocols. As an example, we give a one-shot state merging protocol and show that it is essentially optimal in terms of its entanglement consumption/production."
10.1038/nphys2747,True,2,False,E,forward:10.1109/TIT.2010.2054130,An area law for entanglement from exponential decay of correlations,2013,Fernando G. S. L. Brandão; Michał Horodecki,Nature Physics,10.1038/nphys2747,https://openalex.org/W1998760714,138,
10.48550/arxiv.1004.1641,True,2,False,E,forward:10.1109/TIT.2010.2054130,The decoupling approach to quantum information theory,2010,Frédéric Dupuis,arXiv (Cornell University),10.48550/arxiv.1004.1641,https://openalex.org/W1681178417,93,"Quantum information theory studies the fundamental limits that physical laws impose on information processing tasks such as data compression and data transmission on noisy channels. This thesis presents general techniques that allow one to solve many fundamental problems of quantum information theory in a unified framework. The central theorem of this thesis proves the existence of a protocol that transmits quantum data that is partially known to the receiver through a single use of an arbitrary noisy quantum channel. In addition to the intrinsic interest of this problem, this theorem has as immediate corollaries several central theorems of quantum information theory. The following chapters use this theorem to prove the existence of new protocols for two other types of quantum channels, namely quantum broadcast channels and quantum channels with side information at the transmitter. These protocols also involve sending quantum information partially known by the receiver with a single use of the channel, and have as corollaries entanglement-assisted and unassisted asymptotic coding theorems. The entanglement-assisted asymptotic versions can, in both cases, be considered as quantum versions of the best coding theorems known for the classical versions of these problems. The last chapter deals with a purely quantum phenomenon called locking. We demonstrate that it is possible to encode a classical message into a quantum state such that, by removing a subsystem of logarithmic size with respect to its total size, no measurement can have significant correlations with the message. The message is therefore ""locked"" by a logarithmic-size key. This thesis presents the first locking protocol for which the success criterion is that the trace distance between the joint distribution of the message and the measurement result and the product of their marginals be sufficiently small."
10.1103/physrevlett.119.120506,True,2,False,E,forward:10.1109/TIT.2010.2054130,Quantum Communication Using Coherent Rejection Sampling,2017,Anurag Anshu; Vamsi Krishna Devabathini; Rahul Jain,Physical Review Letters,10.1103/physrevlett.119.120506,https://openalex.org/W2588904962,92,"Compression of a message up to the information it carries is key to many tasks involved in classical and quantum information theory. Schumacher [B. Schumacher, Phys. Rev. A 51, 2738 (1995)PLRAAN1050-294710.1103/PhysRevA.51.2738] provided one of the first quantum compression schemes and several more general schemes have been developed ever since [M. Horodecki, J. Oppenheim, and A. Winter, Commun. Math. Phys. 269, 107 (2007); CMPHAY0010-361610.1007/s00220-006-0118-xI. Devetak and J. Yard, Phys. Rev. Lett. 100, 230501 (2008); PRLTAO0031-900710.1103/PhysRevLett.100.230501A. Abeyesinghe, I. Devetak, P. Hayden, and A. Winter, Proc. R. Soc. A 465, 2537 (2009)PRLAAZ1364-502110.1098/rspa.2009.0202]. However, the one-shot characterization of these quantum tasks is still under development, and often lacks a direct connection with analogous classical tasks. Here we show a new technique for the compression of quantum messages with the aid of entanglement. We devise a new tool that we call the convex split lemma, which is a coherent quantum analogue of the widely used rejection sampling procedure in classical communication protocols. As a consequence, we exhibit new explicit protocols with tight communication cost for quantum state merging, quantum state splitting, and quantum state redistribution (up to a certain optimization in the latter case). We also present a port-based teleportation scheme which uses a fewer number of ports in the presence of information about input."
10.48550/arxiv.2011.04672,True,2,False,E,forward:10.1109/TIT.2010.2054130,Principles of Quantum Communication Theory: A Modern Approach,2020,Sumeet Khatri; Ludovico Lami; Mark M. Wilde,arXiv (Cornell University),10.48550/arxiv.2011.04672,https://openalex.org/W3098995074,77,"This is a preliminary version of a book in progress on the theory of quantum communication. We adopt an information-theoretic perspective throughout and give a comprehensive account of fundamental results in quantum communication theory from the past decade (and earlier), with an emphasis on the modern one-shot-to-asymptotic approach that underlies much of today's state-of-the-art research in this field. In Part I, we cover mathematical preliminaries and provide a detailed study of quantum mechanics from an information-theoretic perspective. We also provide an extensive and thorough review of quantum entropies, and we devote an entire chapter to the study of entanglement measures. Equipped with these essential tools, in Part II we study classical communication (with and without entanglement assistance), entanglement distillation, quantum communication, secret key distillation, and private communication. In Part III, we cover various developments in feedback-assisted communication tasks, such as quantum and classical feedback-assisted communication, LOCC-assisted quantum communication, and secret key agreement. This version represents an update compared to 2011.04672v2."
10.1080/09500349414552351,True,2,False,K,backward:10.1137/S0097539796300933,Oracle Quantum Computing,1994,André Berthiaume; Gilles Brassard,Journal of Modern Optics,10.1080/09500349414552351,https://openalex.org/W2079429651,101,"Building on the work of Deutsch and Jozsa, we construct oracles relative to which (1) there is a decision problem that can be solved with certainty in worst-case polynomial time on the quantum computer, yet it cannot be solved classically in probabilistic expected polynomial time if errors are not tolerated, nor even in nondeterministic polynomial time, and (2) there is a decision problem that can be solved in exponential time on the quantum computer, which requires double exponential time on all but finitely many instances on any classical deterministic computer."
10.7907/rzr7-dt72.,True,2,False,K,forward:10.1137/S0097539796300933,Stabilizer Codes and Quantum Error Correction,1997,Daniel Gottesman,,10.7907/rzr7-dt72.,https://openalex.org/W1839785972,1207,"Controlling operational errors and decoherence is one of the major challenges facing the field of quantum computation and other attempts to create specified many-particle entangled states. The field of quantum error correction has developed to meet this challenge. A group-theoretical structure and associated subclass of quantum codes, the stabilizer codes, has proved particularly fruitful in producing codes and in understanding the structure of both specific codes and classes of codes. I will give an overview of the field of quantum error correction and the formalism of stabilizer codes. In the context of stabilizer codes, I will discuss a number of known codes, the capacity of a quantum channel, bounds on quantum codes, and fault-tolerant quantum computation."
10.1103/physreva.51.1015,True,2,False,K,forward:10.1137/S0097539796300933,Two-bit gates are universal for quantum computation,1995,David P. DiVincenzo,Physical Review A,10.1103/physreva.51.1015,https://openalex.org/W1993248778,1088,"A proof is given, which relies on the commutator algebra of the unitary Lie groups, that quantum gates operating on just two bits at a time are sufficient to construct a general quantum circuit. The best previous result had shown the universality of three-bit gates, by analogy to the universality of the Toffoli three-bit gate of classical reversible computing. Two-bit quantum gates may be implemented by magnetic resonance operations applied to a pair of electronic or nuclear spins. A ``gearbox quantum computer'' proposed here, based on the principles of atomic-force microscopy, would permit the operation of such two-bit gates in a physical system with very long phase-breaking (i.e., quantum-phase-coherence) times. Simpler versions of the gearbox computer could be used to do experiments on Einstein-Podolsky-Rosen states and related entangled quantum states."
10.1145/502090.502097,True,2,False,K,forward:10.1137/S0097539796300933,Quantum lower bounds by polynomials,2001,Robert Beals; Harry Buhrman; Richard Cleve; Michele Mosca; Ronald de Wolf,Journal of the ACM,10.1145/502090.502097,https://openalex.org/W2122780600,660,"We examine the number of queries to input variables that a quantum algorithm requires to compute Boolean functions on {0,1} N in the black-box model. We show that the exponential quantum speed-up obtained for partial functions (i.e., problems involving a promise on the input) by Deutsch and Jozsa, Simon, and Shor cannot be obtained for any total function: if a quantum algorithm computes some total Boolean function f with small error probability using T black-box queries, then there is a classical deterministic algorithm that computes f exactly with O ( Ts 6 ) queries. We also give asymptotically tight characterizations of T for all symmetric f in the exact, zero-error, and bounded-error settings. Finally, we give new precise bounds for AND, OR, and PARITY. Our results are a quantum extension of the so-called polynomial method, which has been successfully applied in classical complexity theory, and also a quantum extension of results by Nisan about a polynomial relationship between randomized and deterministic decision tree complexity."
