key,threat,claims,reason,level2
10.1086/428890,0,,[title] unrelated to H1-H4,no
10.2140/apde.2012.5.397,0,,[title] unrelated to H1-H4,no
10.1007/jhep10(2015)003,0,,[title] unrelated to H1-H4,no
10.1155/2014/598531,0,,[title] unrelated to H1-H4,no
10.6092/unibo/amsdottorato/7612,0,,[title] unrelated to H1-H4,no
10.1109/tpami.2022.3163667,0,,[title] unrelated to H1-H4,no
10.1103/revmodphys.90.035006,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.32657/10356/137381,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2003.08657,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.14711/thesis-hdl152294,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.11606/d.76.2024.tde-24042024-083735,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
quantumenhancedmeasurementswithatomsincavitiessuperradianceandspinsqueezing,0,,[title] unrelated to H1-H4,no
10.1109/comst.2018.2861361,0,,[title] unrelated to H1-H4,no
10.1103/physrevd.82.072004,0,,[title] unrelated to H1-H4,no
10.1109/18.737524,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jmva.2018.03.008,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1021/ct400219n,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.3389/fnbot.2017.00041,0,,[title] unrelated to H1-H4,no
10.3847/0004-637x/833/1/3,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1137/s0036144593251710,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1081/nfa-200045815,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3934/jdg.2014.1.331,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.1304.7078,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s11075-017-0310-4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1088/1361-6420/33/4/044003,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.23919/acc.2017.7963671,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tsp.2007.907808,0,,[title] unrelated to H1-H4,no
10.1115/1.2888303,0,,[title] unrelated to H1-H4,no
10.1137/140957822,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevlett.91.147902,2,H1;H2,"[abs] Per-step truncation errors accumulate additively in TEBD-type simulation (heterogeneous, first-order) [seen_in_round1]",no
10.1137/110845768,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/120876459,0,,[title] unrelated to H1-H4,no
10.1007/s10543-013-0444-2,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00211-013-0544-6,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1007/s10543-013-0454-0,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.48550/arxiv.1004.0095,0,,[title] unrelated to H1-H4,no
10.1016/j.chemphys.2018.05.029,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10915-023-02352-w,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1021/acs.jctc.4c00751,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.21468/scipostphys.8.1.005,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10915-025-02860-x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/16m1055323,0,,[title] unrelated to H1-H4,no
10.1137/20m1345062,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1080/14789940801912366,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1103/physrevlett.99.220405,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevlett.124.037201,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1103/physrevlett.123.190501,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1103/physrevlett.125.060503,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.22331/q-2023-02-02-912,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevlett.127.240502,0,,[title] unrelated to H1-H4,no
10.22331/q-2020-09-11-318,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physreva.104.022407,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevlett.133.120603,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.107.014307,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1080/00207179008934139,0,,[title] unrelated to H1-H4,no
10.1063/1.3496901,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.23919/acc50511.2021.9482940,1,H1,[abs] SOS outer approximations of Minkowski operations; background,no
10.1103/physrevlett.93.040502,2,H1;H2,[abs] TEBD truncation errors add over steps (heterogeneous additive budget),no
10.1103/physrevlett.93.076401,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1742-5468/2004/04/p04005,0,,[title] unrelated to H1-H4,no
10.1088/1367-2630/12/5/055026,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1103/physrevlett.128.220503,0,,[title] unrelated to H1-H4,no
10.1103/physreva.80.022334,0,,[title] unrelated to H1-H4,no
10.1103/physrevlett.131.180601,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/ybnf-rjw8,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/ymzz-923j,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1098/rspa.2023.0655,1,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1111/geb.12637,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
arxiv:2110.12564,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.paerosci.2019.100554,0,,[title] unrelated to H1-H4,no
tensorbasedreducedordermodelingforoptimizationbasedinverseproblems,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2409.09471,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2608.07526,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.physrep.2006.09.003,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1111/pala.12042,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1128/microbiolspec.rwr-0008-2017,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/prxquantum.4.020304,2,H1,[abs] Per-step fidelity accounting for truncated circuit simulation; empirical/heuristic multiplicativity [seen_in_round1],no
10.1103/revmodphys.91.045001,0,,[title] unrelated to H1-H4,no
10.1074/jbc.m510889200,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physreva.101.022308,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1186/1741-7007-4-35,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41534-024-00805-0,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.22331/q-2020-03-26-248,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1038/s41586-023-06481-y,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.3389/fmats.2019.00075,0,,[title] unrelated to H1-H4,no
10.2307/2344305,0,,[title] unrelated to H1-H4,no
10.1109/tcomm.2006.887503,0,,[title] unrelated to H1-H4,no
10.1038/s41586-019-1666-5,0,,[title] unrelated to H1-H4,no
10.1103/physreva.104.022403,0,,[title] unrelated to H1-H4,no
10.1103/prxquantum.3.020347,0,,[title] unrelated to H1-H4,no
10.1103/physreva.110.052612,0,,[title] unrelated to H1-H4,no
10.5075/epfl-thesis-6958,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1140/epjd/e2020-100571-8,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.21468/scipostphyslectnotes.8,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1017/s0962492922000125,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1109/access.2019.2909490,0,,[title] unrelated to H1-H4,no
10.70675/f9ea95cdze8acz4d7ez8a75zb6c9cdfd35d3,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/15m1036919,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/140953289,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1007/s11222-024-10480-y,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2509.11890,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1049/itr2.12383,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.23919/jsee.2023.000159,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1361-6633/ab6311,0,,[title] unrelated to H1-H4,no
10.1007/s10208-013-9187-3,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
tensorbasedregressionmodelsandapplications,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/1361-6420/abd85a,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.1412.3951,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/1.9781611974829.ch4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/20m1314653,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.14279/depositonce-8109,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2301.13339,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2001.08187,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/hpec43674.2020.9286234,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41598-025-16905-6,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.48550/arxiv.2201.07473,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3934/cac.2023008,0,,[title] unrelated to H1-H4,no
10.1016/j.laa.2026.08.022,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.32657/10356/152350,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2506.04732,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1145/2532169,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
continuouslowranktensordecompositionswithapplicationstostochasticoptimalcontrolanddataassimilation,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3390/math13132116,0,,[title] unrelated to H1-H4,no
10.1016/j.neunet.2024.106393,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.sigpro.2025.110191,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1145/3695053.3731408,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tnnls.2025.3609797,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1145/3278607,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1109/access.2019.2949814,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1038/s41598-024-75964-3,0,,[title] unrelated to H1-H4,no
10.3390/rs11111382,0,,[title] unrelated to H1-H4,no
10.1145/3487045,0,,[title] unrelated to H1-H4,no
10.52339/tjet.v42i2.853,0,,[title] unrelated to H1-H4,no
10.1088/1367-2630/17/5/053002,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevlett.133.010603,0,,[title] unrelated to H1-H4,no
10.1017/9781009398671.002,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.48550/arxiv.2307.10327,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2506.04380,0,,[title] unrelated to H1-H4,no
10.1038/s41534-022-00618-z,0,,[title] unrelated to H1-H4,no
10.1103/p8dn-glcw,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1063/5.0225367,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s11784-017-0417-1,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.48550/arxiv.2207.04015,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.48550/arxiv.1506.01556,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/revmodphys.77.259,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1051/0004-6361/201525830,0,,[title] unrelated to H1-H4,no
10.17863/cam.32861,0,,[title] unrelated to H1-H4,no
10.12942/lrr-2004-9,0,,[title] unrelated to H1-H4,no
10.1098/rsta.2014.0440,0,,[title] unrelated to H1-H4,no
10.1109/jstsp.2021.3112295,0,,[title] unrelated to H1-H4,no
10.1029/2008jf001114,0,,[title] unrelated to H1-H4,no
10.3847/1538-4365/ac80f6,0,,[title] unrelated to H1-H4,no
10.22331/q-2020-08-10-306,0,,[title] unrelated to H1-H4,no
10.17863/cam.43700,0,,[title] unrelated to H1-H4,no
10.5555/1046920.1088718,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1109/access.2020.2997783,0,,[title] unrelated to H1-H4,no
10.48550/arxiv.2109.14449,0,,[title] unrelated to H1-H4,no
10.17863/cam.52,0,,[title] unrelated to H1-H4,no
10.1137/19m1304854,2,H4,"[abs] Tight contraction factors of compositions via performance estimation; sharpness methodology, different functional",no
10.1088/1361-6420/adb8c6,0,,[title] unrelated to H1-H4,no
10.1109/26.662641,0,,[title] unrelated to H1-H4,no
10.1002/j.1538-7305.1984.tb00076.x,0,,[title] unrelated to H1-H4,no
10.1109/tsp.2006.874822,0,,[title] unrelated to H1-H4,no
10.1137/090752286,2,H1;H2,[abs] TT-SVD: error <= sqrt(sum eps_k^2) with heterogeneous unfolding errors; tolerance eps/sqrt(d-1) per core (uniform allocation); non-sharp [seen_in_round1],no
10.1137/120887795,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/978-3-642-28027-6,2,H1;H2,"[abs] Monograph: HOSVD truncation in HT, error <= sqrt(sum over nodes of discarded tails) (Thm 11.58); heterogeneous, non-sharp [seen_in_round1]",no
10.1007/s00365-011-9131-1,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/110833142,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1137/120864210,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1051/m2an/2014019,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/978-3-319-06379-9_3,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1002/cem.1236,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10543-013-0455-z,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/100799010,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1007/s00211-011-0419-7,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/100785715,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/110843587,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00607-003-0037-z,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.cpc.2013.12.017,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/110857520,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1007/s00211-011-0437-5,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/130949919,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10208-012-9136-6,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1007/s00791-012-0183-y,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s10208-015-9265-9,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1134/s1064562409040115,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1134/s1064562409040036,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00211-011-0393-0,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00211-009-0276-9,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/s0370-1573(99)00047-2,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1002/sapm192761164,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1137/06066518x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1002/sapm19287139,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1002/cem.1244,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/09076578x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1017/s0962492914000087,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s00211-012-0464-x,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
anewconvergenceproofforthehigherorderpowermethodandgeneralizations,0,,[title] unrelated to H1-H4,no
10.1137/140978223,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/100811647,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jco.2015.06.005,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.laa.2017.02.028,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1051/m2an/2015071,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.3929/ethz-a-007587832,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
adaptivenearoptimalranktensorapproximationforhighdimensionaloperatorequations,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.3929/ethz-a-010554062,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/978-3-030-31351-7_9,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/978-3-319-69802-1_9,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jcp.2022.111646,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jcp.2018.08.057,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated [seen_in_round1]",no
10.1016/j.jcp.2019.109125,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1063/1.5001569,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jcp.2021.110295,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1364/oe.26.027201,0,,[title] unrelated to H1-H4,no
10.1145/3469720,0,,[title] unrelated to H1-H4,no
10.1137/20m1372500,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1515/cmam-2018-0028,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s40574-020-00247-4,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/22m1515045,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1007/s11222-022-10087-1,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.jcp.2023.112378,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1137/20m1341659,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1002/9781119417774.ch12,0,,[title] unrelated to H1-H4,no
10.1103/physreva.70.052328,0,,[title] unrelated to H1-H4,no
10.1088/1361-6633/aaa98a,0,,[title] unrelated to H1-H4,no
10.1088/1742-6596/454/1/012064,0,,[title] unrelated to H1-H4,no
10.1103/physrevlett.128.030501,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1088/2058-9565/ad04e6,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physreva.105.052404,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.106.245102,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1021/acs.jctc.4c00903,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevresearch.6.033057,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevresearch.4.033142,0,,[title] unrelated to H1-H4,no
10.1016/j.laa.2010.08.026,1,H1,[abs] Product numerical range; background,no
10.1109/cdc.2005.1582719,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s41534-024-00955-1,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1038/s42254-025-00853-1,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevresearch.6.043288,0,,[title] unrelated to H1-H4,no
10.1103/physreva.109.052616,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevb.111.245115,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1103/physrevb.111.094310,0,,[title] unrelated to H1-H4,no
10.1021/acs.jctc.4c00200,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1016/j.scib.2025.10.016,0,,[title] unrelated to H1-H4,no
10.1103/physrevb.110.085149,0,,[title] unrelated to H1-H4,no
10.1103/zwn1-f981,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/qce65121.2025.00254,0,,[title] unrelated to H1-H4,no
10.5802/crphys.229,0,,[title] unrelated to H1-H4,no
10.1016/j.cpc.2026.110136,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tmc.2021.3115262,0,,[abs] unrelated to H1-H4,no
10.1109/tvt.2015.2435746,0,,[abs] unrelated to H1-H4,no
10.36227/techrxiv.14672643,0,,[abs] unrelated to H1-H4,no
waterfillingisuniversallyminimaxoptimal,1,H3,[abs] Online water-filling; background,no
10.1109/twc.2020.3042977,0,,[abs] unrelated to H1-H4,no
10.1109/tit.2006.876220,1,H3,[abs] Mercury water-filling; background,no
10.1109/twc.2013.061713.130278,2,H3,"[abs] Geometric water-filling incl. individual peak-power caps (GWFPP): capped-level allocation min(cap, level); H3 technique only",no
10.1109/tit.2008.926399,0,,[abs] unrelated to H1-H4,no
10.1109/twc.2009.12.090394,1,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tsp.2016.2641381,0,,[abs] unrelated to H1-H4,no
10.1109/tsg.2011.2177103,1,,"[abs] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
10.1109/tcomm.2015.2468215,0,,[abs] unrelated to H1-H4,no
10.1109/tvt.2017.2743058,0,,[abs] unrelated to H1-H4,no
10.1109/jsac.2022.3143237,0,,[abs] unrelated to H1-H4,no
10.3847/1538-4365/ab929b,0,,[title] unrelated to H1-H4,no
10.1016/j.comnet.2022.108820,0,,[title] unrelated to H1-H4,no
10.1145/3603269.3604857,0,,[title] unrelated to H1-H4,no
10.1016/j.biotechadv.2023.108305,0,,[title] unrelated to H1-H4,no
10.1007/s10462-023-10449-9,0,,[title] unrelated to H1-H4,no
10.1186/1752-0509-1-24,0,,[title] unrelated to H1-H4,no
10.1109/tdsc.2004.2,0,,[title] unrelated to H1-H4,no
10.1038/s41598-019-43176-9,0,,[title] unrelated to H1-H4,no
10.1103/physreve.69.066138,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.1109/tcomm.2020.2973976,0,,[title] unrelated to H1-H4 [seen_in_round1],no
10.5566/ias.v26.p83-92,1,,"[title] same broad field; no heterogeneous/nodewise error bound, sharp constant or placement statement indicated",no
