key,families,title,year,venue,doi
10.22331/q-2026-07-20-2167,J,Optimal schedule of multi-channel quantum Zeno dragging with application to solving the k-SAT problem,2026,Quantum,10.22331/q-2026-07-20-2167
10.1103/glcd-gm3v,J,Higher-order Zeno sequences,2026,Physical Review Research,10.1103/glcd-gm3v
10.3390/aerospace12090803,J,Dynamic Event-Triggered Multi-Aircraft Collision Avoidance: A Reference Correction Method Based on APF-CBF,2025,Aerospace,10.3390/aerospace12090803
zenoassistedquantumheatengines,J,Zeno-Assisted Quantum Heat Engines,2026,arXiv (Cornell University),
10.1038/s41467-026-74332-1,J,Quantum Zeno effect in the spatial evolution of a single atom,2026,Nature Communications,10.1038/s41467-026-74332-1
quantumtransportandcontrolofatomicmotionwithlight,J,Quantum transport and control of atomic motion with light,2004,Texas ScholarWorks (Texas Digital Library),
10.1109/access.2021.3106233,J,Advanced Ensemble Model for Solar Radiation Forecasting Using Sine Cosine Algorithm and Newton’s Laws,2021,IEEE Access,10.1109/access.2021.3106233
10.1038/sj.neo.7900118,J,Developments Toward Diagnostic Breast Cancer Imaging Using Near-Infrared Optical Measurements and Fluorescent Contrast Agents1,2000,Neoplasia,10.1038/sj.neo.7900118
10.22331/q-2019-03-11-129,K,Strawberry Fields: A Software Platform for Photonic Quantum Computing,2019,Quantum,10.22331/q-2019-03-11-129
10.48550/arxiv.2305.13362,K,"On quantum backpropagation, information reuse, and cheating measurement collapse",2023,arXiv (Cornell University),10.48550/arxiv.2305.13362
explicitcapacityachievingreceiversforopticalcommunicationandquantumreading,K,Explicit capacity-achieving receivers for optical communication and quantum reading,2012,DSpace@MIT (Massachusetts Institute of Technology),
10.1038/s41467-017-02307-4,E;K,Practical device-independent quantum cryptography via entropy accumulation,2018,Nature Communications,10.1038/s41467-017-02307-4
10.1038/s41586-023-06481-y,K,High-fidelity parallel entangling gates on a neutral-atom quantum computer,2023,Nature,10.1038/s41586-023-06481-y
10.1088/0004-6256/140/5/1168,L,CIRCUMPLANETARY DISK FORMATION,2010,The Astronomical Journal,10.1088/0004-6256/140/5/1168
10.1086/587542,L,Magnetic Braking and Protostellar Disk Formation: The Ideal MHD Limit,2008,The Astrophysical Journal,10.1086/587542
10.1242/bio.20133830,L,The constant beat: cardiomyocytes adapt their forces by equal contraction upon environmental stiffening,2013,Biology Open,10.1242/bio.20133830
10.1016/j.jmaa.2010.01.036,L,Numerical range and quasi-sectorial contractions,2010,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2010.01.036
10.1016/j.aim.2012.02.016,L,Dilations of Γ-contractions by solving operator equations,2012,Advances in Mathematics,10.1016/j.aim.2012.02.016
10.1016/s0024-3795(02)00697-3,L,Finite Blaschke products of contractions,2003,Linear Algebra and its Applications,10.1016/S0024-3795(02)00697-3
10.1103/revmodphys.74.601,L,Electronic excitations: density-functional versus many-body Green’s-function approaches,2002,Reviews of Modern Physics,10.1103/revmodphys.74.601
10.1017/9781009398671.002,M,Introduction,2023,Cambridge University Press eBooks,10.1017/9781009398671.002
10.1103/physrevresearch.5.013190,M,Preparing valence-bond-solid states on noisy intermediate-scale quantum computers,2023,Physical Review Research,10.1103/physrevresearch.5.013190
10.1103/x5xg-whh1,M,Simulating quantum turbulence with matrix-product states,2026,Physical Review Applied,10.1103/x5xg-whh1
10.48550/arxiv.2402.06455,M,Quantum Computing and Tensor Networks for Laminate Design: A Novel Approach to Stacking Sequence Retrieval,2024,arXiv (Cornell University),10.48550/arxiv.2402.06455
10.1109/tpami.2021.3072422,M,Robust Differentiable SVD,2021,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2021.3072422
10.1038/s41534-024-00805-0,M,Quantum state preparation of normal distributions using matrix product states,2024,npj Quantum Information,10.1038/s41534-024-00805-0
10.1103/physrevb.101.235123,M,Parallel time-dependent variational principle algorithm for matrix product states,2020,Physical review. B./Physical review. B,10.1103/physrevb.101.235123
10.1109/tii.2019.2916986,M,Efficient Implementation of Truncated Reweighting Low-Rank Matrix Approximation,2019,IEEE Transactions on Industrial Informatics,10.1109/tii.2019.2916986
10.1137/15m1044680,M,Randomized QR with Column Pivoting,2017,SIAM Journal on Scientific Computing,10.1137/15m1044680
10.1103/prxquantum.4.020304,M,Density-Matrix Renormalization Group Algorithm for Simulating Quantum Circuits with a Finite Fidelity,2023,PRX Quantum,10.1103/prxquantum.4.020304
10.3390/math10244730,N,"Perceptron: Learning, Generalization, Model Selection, Fault Tolerance, and Role in the Deep Learning Era",2022,Mathematics,10.3390/math10244730
10.1609/aaai.v34i04.5718,N,Few Shot Network Compression via Cross Distillation,2020,Proceedings of the AAAI Conference on Artificial Intelligence,10.1609/aaai.v34i04.5718
10.1137/23m1621320,D,Convergence Analyses of Davis–Yin Splitting via Scaled Relative Graphs,2025,SIAM Journal on Optimization,10.1137/23m1621320
10.1109/sfcs.1996.548464,K,Fault-tolerant quantum computation,2002,,10.1109/sfcs.1996.548464
10.1137/090745854,K,Search via Quantum Walk,2011,SIAM Journal on Computing,10.1137/090745854
10.1103/physrevd.26.1862,J,Environment-induced superselection rules,1982,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",10.1103/physrevd.26.1862
10.1103/physreva.41.2295,J,Quantum Zeno effect,1990,Physical Review A,10.1103/physreva.41.2295
10.1002/lpor.200810055,J,Quantum‐optical analogies using photonic structures,2008,Laser & Photonics Review,10.1002/lpor.200810055
10.1016/j.physrep.2006.09.003,J,Dynamics of Loschmidt echoes and fidelity decay,2006,Physics Reports,10.1016/j.physrep.2006.09.003
10.1103/physrevlett.89.080401,J,Quantum Zeno Subspaces,2002,Physical Review Letters,10.1103/physrevlett.89.080401
10.1103/physrevlett.85.1762,J,Quantum Computing Using Dissipation to Remain in a Decoherence-Free Subspace,2000,Physical Review Letters,10.1103/physrevlett.85.1762
10.1103/physrevb.56.15215,J,Measurements with a noninvasive detector and dephasing mechanism,1997,"Physical review. B, Condensed matter",10.1103/physrevb.56.15215
10.1103/physrevd.16.520,J,Time evolution of unstable quantum states and a resolution of Zeno's paradox,1977,"Physical review. D. Particles, fields, gravitation, and cosmology/Physical review. D. Particles and fields",10.1103/physrevd.16.520
10.1103/physreva.69.032314,J,Unification of dynamical decoupling and the quantum Zeno effect,2004,Physical Review A,10.1103/physreva.69.032314
10.1103/physrevlett.86.2699,J,From the Quantum Zeno to the Inverse Quantum Zeno Effect,2001,Physical Review Letters,10.1103/physrevlett.86.2699
10.1103/physrevlett.110.035302,J,Controlling the Dynamics of an Open Many-Body Quantum System with Localized Dissipation,2013,Physical Review Letters,10.1103/physrevlett.110.035302
10.1103/physrevb.60.5737,J,Continuous quantum measurement of a double dot,1999,"Physical review. B, Condensed matter",10.1103/physrevb.60.5737
10.1016/s0370-1573(99)00047-2,A,The multiconfiguration time-dependent Hartree (MCTDH) method: a highly efficient algorithm for propagating wavepackets,2000,Physics Reports,10.1016/s0370-1573(99)00047-2
10.1137/06066518x,A,Tensor Rank and the Ill-Posedness of the Best Low-Rank Approximation Problem,2008,SIAM Journal on Matrix Analysis and Applications,10.1137/06066518x
10.1007/s00365-009-9076-9,A,Black Box Low Tensor-Rank Approximation Using Fiber-Crosses,2009,Constructive Approximation,10.1007/s00365-009-9076-9
10.1109/tsp.2009.2027740,A,Sequential Unfolding SVD for Tensors With Applications in Array Signal Processing,2009,IEEE Transactions on Signal Processing,10.1109/tsp.2009.2027740
compactmatrixformoftheddimensionaltensordecomposition,A,Compact matrix form of the d-dimensional tensor decomposition,2009,IEICE Proceedings Series,
10.1137/090752286,A;B,Tensor-Train Decomposition,2011,SIAM Journal on Scientific Computing,10.1137/090752286
10.1109/jproc.2020.2976475,A,Model Compression and Hardware Acceleration for Neural Networks: A Comprehensive Survey,2020,Proceedings of the IEEE,10.1109/jproc.2020.2976475
10.1109/tsp.2016.2639466,A,Exact Tensor Completion Using t-SVD,2016,IEEE Transactions on Signal Processing,10.1109/tsp.2016.2639466
10.1137/1.9781611974829,A,Model Reduction and Approximation,2017,Society for Industrial and Applied Mathematics eBooks,10.1137/1.9781611974829
10.1145/2915921,A,Tensors for Data Mining and Data Fusion,2016,ACM Transactions on Intelligent Systems and Technology,10.1145/2915921
10.1007/s00365-011-9131-1,A,O(dlog N)-Quantics Approximation of N-d Tensors in High-Dimensional Numerical Modeling,2011,Constructive Approximation,10.1007/s00365-011-9131-1
10.1137/100799010,A,Low-Rank Tensor Krylov Subspace Methods for Parametrized Linear Systems,2011,SIAM Journal on Matrix Analysis and Applications,10.1137/100799010
10.1137/110833142,A;B,Solution of Linear Systems and Matrix Inversion in the TT-Format,2012,SIAM Journal on Scientific Computing,10.1137/110833142
10.1007/s00211-011-0419-7,A,On manifolds of tensors of fixed TT-rank,2011,Numerische Mathematik,10.1007/s00211-011-0419-7
10.1137/100785715,A,Tensor-Structured Galerkin Approximation of Parametric and Stochastic Elliptic PDEs,2011,SIAM Journal on Scientific Computing,10.1137/100785715
10.1109/tbdata.2017.2757942,A,A Big Data-as-a-Service Framework: State-of-the-Art and Perspectives,2017,IEEE Transactions on Big Data,10.1109/tbdata.2017.2757942
10.1007/s10444-018-9622-8,A,Randomized algorithms for the approximations of Tucker and the tensor train decompositions,2018,Advances in Computational Mathematics,10.1007/s10444-018-9622-8
10.1137/09076578x,A,Dynamical Tensor Approximation,2010,SIAM Journal on Matrix Analysis and Applications,10.1137/09076578x
10.1137/100820479,A,Low-Rank Explicit QTT Representation of the Laplace Operator and Its Inverse,2012,SIAM Journal on Matrix Analysis and Applications,10.1137/100820479
10.1016/j.cpc.2013.12.017,A,Computation of extreme eigenvalues in higher dimensions using block tensor train format,2014,Computer Physics Communications,10.1016/j.cpc.2013.12.017
10.1137/110857520,A,On Local Convergence of Alternating Schemes for Optimization of Convex Problems in the Tensor Train Format,2013,SIAM Journal on Numerical Analysis,10.1137/110857520
10.1109/nds.2011.6076873,A,Fast adaptive interpolation of multi-dimensional arrays in tensor train format,2011,,10.1109/nds.2011.6076873
10.1190/geo2014-0467.1,A,5D seismic data completion and denoising using a novel class of tensor decompositions,2015,Geophysics,10.1190/geo2014-0467.1
10.1137/19m1257718,A,Low-Rank Tucker Approximation of a Tensor from Streaming Data,2020,SIAM Journal on Mathematics of Data Science,10.1137/19m1257718
10.1109/tpami.2023.3341688,A,Low-Rank Tensor Function Representation for Multi-Dimensional Data Recovery,2023,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2023.3341688
10.1143/ptp.105.409,M,Two-Dimensional Tensor Product Variational Formulation,2001,Progress of Theoretical Physics,10.1143/ptp.105.409
1twodimensionaltensorproductvariationalformulation,M,1Two-Dimensional Tensor Product Variational Formulation,2000,,
10.1103/physrevlett.107.210404,M,Practical Characterization of Quantum Devices without Tomography,2011,Physical Review Letters,10.1103/physrevlett.107.210404
10.1103/physrevx.8.011006,M,"Neural-Network Quantum States, String-Bond States, and Chiral Topological States",2018,Physical Review X,10.1103/physrevx.8.011006
10.1109/9780470544907.ch24,E;K,Quantum Information Theory,2009,,10.1109/9780470544907.ch24
10.1007/978-3-540-30576-7_22,E,Universally Composable Privacy Amplification Against Quantum Adversaries,2005,Lecture notes in computer science,10.1007/978-3-540-30576-7_22
10.1007/11593447_11,E,Simple and Tight Bounds for Information Reconciliation and Privacy Amplification,2005,Lecture notes in computer science,10.1007/11593447_11
10.1088/1751-8113/44/9/095305,E,Private randomness expansion with untrusted devices,2011,Journal of Physics A Mathematical and Theoretical,10.1088/1751-8113/44/9/095305
10.3929/ethz-a-7356080,E,A framework for non-asymptotic quantum information theory,2012,Repository for Publications and Research Data (ETH Zurich),10.3929/ethz-a-7356080
10.1137/18m1174726,E,Simple and Tight Device-Independent Security Proofs,2019,SIAM Journal on Computing,10.1137/18m1174726
10.1007/s00220-020-03839-5,E,Entropy Accumulation,2020,Communications in Mathematical Physics,10.1007/s00220-020-03839-5
10.22331/q-2020-03-26-248,E,Variational Quantum Fidelity Estimation,2020,Quantum,10.22331/q-2020-03-26-248
10.1109/tit.2011.2162226,E,Noisy Channel Coding via Privacy Amplification and Information Reconciliation,2011,IEEE Transactions on Information Theory,10.1109/tit.2011.2162226
10.1038/ncomms11419,E,Quantum coding with finite resources,2016,Nature Communications,10.1038/ncomms11419
10.1109/tit.2011.2177589,E,One-Shot Classical Data Compression With Quantum Side Information and the Distillation of Common Randomness or Secret Keys,2012,IEEE Transactions on Information Theory,10.1109/tit.2011.2177589
10.1109/tit.2019.2929564,E,Entropy Accumulation With Improved Second-Order Term,2019,IEEE Transactions on Information Theory,10.1109/tit.2019.2929564
10.1002/sapm192761164,A,The Expression of a Tensor or a Polyadic as a Sum of Products,1927,Studies in Applied Mathematics,10.1002/sapm192761164
10.1007/978-3-642-28027-6,A,Tensor Spaces and Numerical Tensor Calculus,2012,Springer series in computational mathematics,10.1007/978-3-642-28027-6
10.1016/0196-6774(90)90014-6,A,Tensor rank is NP-complete,1990,Journal of Algorithms,10.1016/0196-6774(90)90014-6
10.1007/s10208-012-9136-6,A,On Minimal Subspaces in Tensor Representations,2012,Foundations of Computational Mathematics,10.1007/s10208-012-9136-6
10.1007/s00365-010-9125-4,A,Regularity of Tensor Product Approximations to Square Integrable Functions,2010,Constructive Approximation,10.1007/s00365-010-9125-4
10.4171/zaa/1663,A,Singular Value Decomposition in Sobolev Spaces: Part I,2020,Zeitschrift für Analysis und ihre Anwendungen,10.4171/zaa/1663
10.1007/s10817-017-9440-6,H,The Role of the Mizar Mathematical Library for Interactive Proof Development in Mizar,2017,Journal of Automated Reasoning,10.1007/s10817-017-9440-6
10.1007/s00006-021-01164-1,H,Formalizing Geometric Algebra in Lean,2022,Advances in Applied Clifford Algebras,10.1007/s00006-021-01164-1
breakingthe49qubitbarrierinthesimulationofquantumcircuits,B,Breaking the 49-Qubit Barrier in the Simulation of Quantum Circuits,2018,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),
10.1016/j.laa.2011.12.019,B,Computations in quantum tensor networks,2012,Linear Algebra and its Applications,10.1016/j.laa.2011.12.019
10.48550/arxiv.quant-ph/0603163,B,On the simulation of quantum circuits,2006,arXiv (Cornell University),10.48550/arxiv.quant-ph/0603163
10.3929/ethz-a-007587832,B,Low-rank tensor methods for linear systems and eigenvalue problems,2012,Repository for Publications and Research Data (ETH Zurich),10.3929/ethz-a-007587832
10.48550/arxiv.1908.08833,B,DMRG Approach to Optimizing Two-Dimensional Tensor Networks,2019,arXiv (Cornell University),10.48550/arxiv.1908.08833
10.1007/978-3-030-35554-8,A,Tensor Spaces and Numerical Tensor Calculus,2019,Springer series in computational mathematics,10.1007/978-3-030-35554-8
10.1016/j.jcp.2025.114191,A,A review of low-rank methods for time-dependent kinetic simulations,2025,Journal of Computational Physics,10.1016/j.jcp.2025.114191
10.1137/22m1519493,A,A Predictor-Corrector Strategy for Adaptivity in Dynamical Low-Rank Approximations,2023,SIAM Journal on Matrix Analysis and Applications,10.1137/22m1519493
10.1214/aos/1176347963,A;C;F;G;I;K,Multivariate Adaptive Regression Splines,1991,The Annals of Statistics,10.1214/aos/1176347963
10.1090/s0002-9947-05-03742-6,B;D;E;G;L,Complex symmetric operators and applications,2005,Transactions of the American Mathematical Society,10.1090/s0002-9947-05-03742-6
10.1016/0029-5582(65)90598-5,B;D;E,Differential equations of mathematical physics,1965,Nuclear Physics,10.1016/0029-5582(65)90598-5
10.1111/j.1467-9868.2011.00777.x,C;G;J,An Explicit Link between Gaussian Fields and Gaussian Markov Random Fields: The Stochastic Partial Differential Equation Approach,2011,Journal of the Royal Statistical Society Series B (Statistical Methodology),10.1111/j.1467-9868.2011.00777.x
10.1016/j.jde.2004.12.003,B;D,The parameterization method for invariant manifolds III: overview and applications,2005,Journal of Differential Equations,10.1016/j.jde.2004.12.003
10.1561/2200000071,B;D,An Introduction to Deep Reinforcement Learning,2018,Foundations and Trends® in Machine Learning,10.1561/2200000071
10.48550/arxiv.1912.08957,B;N,Optimization for deep learning: theory and algorithms,2019,arXiv (Cornell University),10.48550/arxiv.1912.08957
10.1103/physreva.104.032422,B;E,"Fast inversion, preconditioned quantum linear system solvers, fast Green's-function computation, and fast evaluation of matrix functions",2021,Physical Review A,10.1103/physreva.104.032422
10.1111/rssb.12016,C;I,Large Covariance Estimation by Thresholding Principal Orthogonal Complements,2013,Journal of the Royal Statistical Society Series B (Statistical Methodology),10.1111/rssb.12016
10.1088/0953-8984/14/11/301,C;L,"First-principles simulation: ideas, illustrations and the CASTEP code",2002,Journal of Physics Condensed Matter,10.1088/0953-8984/14/11/301
10.48550/arxiv.0904.3523,C;G,Structured Variable Selection with Sparsity-Inducing Norms,2009,arXiv (Cornell University),10.48550/arxiv.0904.3523
10.1007/s11831-008-9019-9,C;F,Reduced Basis Approximation and a Posteriori Error Estimation for Affinely Parametrized Elliptic Coercive Partial Differential Equations,2008,Archives of Computational Methods in Engineering,10.1007/s11831-008-9019-9
10.1107/s0021889807021206,C;F,Phaser crystallographic software,2007,Journal of Applied Crystallography,10.1107/s0021889807021206
10.1186/1743-0003-5-25,C;M,Review on solving the inverse problem in EEG source analysis,2008,Journal of NeuroEngineering and Rehabilitation,10.1186/1743-0003-5-25
10.7551/mitpress/9780262033589.001.0001,C;G,Semi-Supervised Learning,2006,The MIT Press eBooks,10.7551/mitpress/9780262033589.001.0001
10.14279/depositonce-2978,C;D,lp-Norm Multiple Kernel Learning,2011,DepositOnce,10.14279/depositonce-2978
waveletsandsubbandcoding,C;D,Wavelets and Subband Coding,1995,Infoscience (Ecole Polytechnique Fédérale de Lausanne),
10.1088/1751-8121/ac333c,E;K,Asymptotic Reversibility of Thermal Operations for Interacting Quantum Spin Systems via Generalized Quantum Stein's Lemma,2019,arXiv (Cornell University),10.1088/1751-8121/ac333c
10.1109/tnnls.2021.3084827,F;N,"A Survey of Convolutional Neural Networks: Analysis, Applications, and Prospects",2021,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2021.3084827
10.1088/0034-4885/76/7/076001,F;J,Quantum error correction for beginners,2013,Reports on Progress in Physics,10.1088/0034-4885/76/7/076001
10.1103/physrev.108.1175,I;L,Theory of Superconductivity,1957,Physical Review,10.1103/physrev.108.1175
10.1080/00018732.2014.933502,J;K;M,Quantum trajectories and open many-body quantum systems,2014,Advances In Physics,10.1080/00018732.2014.933502
10.1016/j.cpc.2021.108171,K;L,"LAMMPS - a flexible simulation tool for particle-based materials modeling at the atomic, meso, and continuum scales",2021,Computer Physics Communications,10.1016/j.cpc.2021.108171
10.1016/j.peva.2017.08.002,A,On compact solution vectors in Kronecker-based Markovian analysis,2017,Performance Evaluation,10.1016/j.peva.2017.08.002
10.1007/978-3-319-43425-4_18,A,Compact Representation of Solution Vectors in Kronecker-Based Markovian Analysis,2016,Lecture notes in computer science,10.1007/978-3-319-43425-4_18
10.1016/j.jcp.2014.01.029,A,Low-rank approximation in the numerical modeling of the Farley–Buneman instability in ionospheric plasma,2014,Journal of Computational Physics,10.1016/j.jcp.2014.01.029
10.1093/gji/ggw084,A,On the use of sensitivity tests in seismic tomography,2016,Geophysical Journal International,10.1093/gji/ggw084
10.1038/s41467-020-20729-5,A,A co-design framework of neural networks and quantum circuits towards quantum advantage,2021,Nature Communications,10.1038/s41467-020-20729-5
10.1103/physreve.106.035208,A,Quantum-inspired method for solving the Vlasov-Poisson equations,2022,Physical review. E,10.1103/physreve.106.035208
10.3390/e27090950,A,Advances of Quantum Key Distribution and Network Nonlocality,2025,Entropy,10.3390/e27090950
10.12942/lrr-2014-2,B,Gravitational Radiation from Post-Newtonian Sources and Inspiralling Compact Binaries,2014,Living Reviews in Relativity,10.12942/lrr-2014-2
10.1016/j.pbiomolbio.2004.04.002,B,Mathematical and computational techniques to deduce complex biochemical reaction mechanisms,2004,Progress in Biophysics and Molecular Biology,10.1016/j.pbiomolbio.2004.04.002
10.1002/wcms.1183,B,Machine learning methods in chemoinformatics,2014,Wiley Interdisciplinary Reviews Computational Molecular Science,10.1002/wcms.1183
10.1016/j.plrev.2020.05.004,B,The growth of cognition: Free energy minimization and the embryogenesis of cortical computation,2020,Physics of Life Reviews,10.1016/j.plrev.2020.05.004
10.1007/s11831-016-9206-z,B,Plant Species Identification Using Computer Vision Techniques: A Systematic Literature Review,2017,Archives of Computational Methods in Engineering,10.1007/s11831-016-9206-z
10.1145/3230633,B,A Survey on Gait Recognition,2018,ACM Computing Surveys,10.1145/3230633
10.1109/tpami.2018.2837742,B,CNN-Based Real-Time Dense Face Reconstruction with Inverse-Rendered Photo-Realistic Face Images,2018,IEEE Transactions on Pattern Analysis and Machine Intelligence,10.1109/tpami.2018.2837742
10.3390/soilsystems3010011,B,Accurate and Precise Prediction of Soil Properties from a Large Mid-Infrared Spectral Library,2019,Soil Systems,10.3390/soilsystems3010011
10.48550/arxiv.1709.07604,B,"A Comprehensive Survey of Graph Embedding: Problems, Techniques and Applications",2017,arXiv (Cornell University),10.48550/arxiv.1709.07604
10.48550/arxiv.1702.05374,B,Domain Adaptation for Visual Applications: A Comprehensive Survey,2017,arXiv (Cornell University),10.48550/arxiv.1702.05374
10.1007/s43684-023-00060-8,B,Shapley value: from cooperative game to explainable artificial intelligence,2024,Autonomous Intelligent Systems,10.1007/s43684-023-00060-8
10.12942/lrr-2006-4,B,Gravitational Radiation from Post-Newtonian Sources and Inspiralling Compact Binaries,2006,Living Reviews in Relativity,10.12942/lrr-2006-4
10.1049/iet-cvi.2014.0084,B,"Face recognition: challenges, achievements and future directions",2015,IET Computer Vision,10.1049/iet-cvi.2014.0084
10.1007/s11831-018-9301-4,B,"Virtual, Digital and Hybrid Twins: A New Paradigm in Data-Based Engineering and Engineered Data",2018,Archives of Computational Methods in Engineering,10.1007/s11831-018-9301-4
10.2172/968212,B,Wind power forecasting : state-of-the-art 2009.,2009,,10.2172/968212
10.1214/aos/1176325382,B,Semiparametric Analysis of Long-Memory Time Series,1994,The Annals of Statistics,10.1214/aos/1176325382
10.1016/j.jde.2005.10.005,B,A parameterization method for the computation of invariant tori and their whiskers in quasi-periodic maps: Rigorous results,2005,Journal of Differential Equations,10.1016/j.jde.2005.10.005
10.1137/090769570,B,Kernel Approximation on Manifolds I: Bounding the Lebesgue Constant,2010,SIAM Journal on Mathematical Analysis,10.1137/090769570
10.1214/aos/1176324636,B,Log-Periodogram Regression of Time Series with Long Range Dependence,1995,The Annals of Statistics,10.1214/aos/1176324636
10.1016/j.laa.2007.07.005,B,Linear maps on Mn(C) preserving the local spectrum,2007,Linear Algebra and its Applications,10.1016/j.laa.2007.07.005
10.4064/sm218-2-1,B,Preconditioners and Korovkin-type theorems for infinite-dimensional bounded linear operators via completely positive maps,2013,Studia Mathematica,10.4064/sm218-2-1
10.48550/arxiv.1609.06349,B,A review of matrix scaling and Sinkhorn's normal form for matrices and positive maps,2016,arXiv (Cornell University),10.48550/arxiv.1609.06349
10.4310/jdg/1214457234,B,A mathematical theory of quantum cohomology,1995,Journal of Differential Geometry,10.4310/jdg/1214457234
10.4171/mems/1,B,Long-Time Dispersive Estimates for Perturbations of a Kink Solution of One-Dimensional Cubic Wave Equations,2022,Memoirs of the European Mathematical Society,10.4171/mems/1
10.1214/19-aihp987,B,A perturbation analysis of stochastic matrix Riccati diffusions,2020,Annales de l Institut Henri Poincaré Probabilités et Statistiques,10.1214/19-aihp987
10.1007/978-3-642-04458-8_2,B,The Lyapunov Characteristic Exponents and Their Computation,2009,Lecture notes in physics,10.1007/978-3-642-04458-8_2
10.2140/apde.2023.16.1133,B,LONG TIME SOLUTIONS FOR QUASILINEAR HAMILTONIAN PERTURBATIONS OF SCHRODINGER AND KLEIN–GORDON EQUATIONS ON TORI,2023,Iris (Roma Tre University),10.2140/apde.2023.16.1133
10.1109/cvpr.2017.392,B,Dynamic Attention-Controlled Cascaded Shape Regression Exploiting Training Data Augmentation and Fuzzy-Set Sample Weighting,2017,,10.1109/cvpr.2017.392
10.1371/journal.pone.0004525,B,Metabolic Profiling of the Response to an Oral Glucose Tolerance Test Detects Subtle Metabolic Changes,2009,PLoS ONE,10.1371/journal.pone.0004525
10.1007/jhep01(2019)026,B,Topological defect lines and renormalization group flows in two dimensions,2019,Journal of High Energy Physics,10.1007/jhep01(2019)026
10.1016/j.neuroimage.2018.02.055,B,Microstructural imaging of human neocortex in vivo,2018,NeuroImage,10.1016/j.neuroimage.2018.02.055
10.1371/journal.pcbi.1000029,B,Nonnegative Matrix Factorization: An Analytical and Interpretive Tool in Computational Biology,2008,PLoS Computational Biology,10.1371/journal.pcbi.1000029
10.1016/j.jrmge.2020.05.011,B,Improved prediction of slope stability using a hybrid stacking ensemble method based on finite element analysis and field data,2020,Journal of Rock Mechanics and Geotechnical Engineering,10.1016/j.jrmge.2020.05.011
10.1007/s40072-015-0049-7,B,Optimization of mesh hierarchies in multilevel Monte Carlo samplers,2015,Stochastic Partial Differential Equations Analysis and Computations,10.1007/s40072-015-0049-7
10.1017/s0962492924000023,B,Optimal experimental design: Formulations and computations,2024,Acta Numerica,10.1017/s0962492924000023
10.1016/j.acha.2006.04.004,B,Diffusion wavelets,2006,Applied and Computational Harmonic Analysis,10.1016/j.acha.2006.04.004
10.1137/1002004,B,Some Applications of the Pseudoinverse of a Matrix,1960,SIAM Review,10.1137/1002004
10.1016/j.laa.2009.07.024,A;B,TT-cross approximation for multidimensional arrays,2009,Linear Algebra and its Applications,10.1016/j.laa.2009.07.024
10.48550/arxiv.1707.08114,B,A Survey on Multi-Task Learning,2017,arXiv (Cornell University),10.48550/arxiv.1707.08114
10.1016/j.laa.2003.04.001,B,"Stronger-than-Lyapunov notions of matrix stability, or how “flowers” help solve problems in mathematical ecology",2004,Linear Algebra and its Applications,10.1016/j.laa.2003.04.001
10.1098/rsta.2019.0066,B,Numerical algorithms for high-performance computational science,2020,Philosophical Transactions of the Royal Society A Mathematical Physical and Engineering Sciences,10.1098/rsta.2019.0066
10.1016/s0166-218x(01)00341-9,B,Pseudo-Boolean optimization,2002,Discrete Applied Mathematics,10.1016/s0166-218x(01)00341-9
10.1016/s0304-3932(03)00003-5,B,Nonconvex factor adjustments in equilibrium business cycle models: do nonlinearities matter?,2003,Journal of Monetary Economics,10.1016/s0304-3932(03)00003-5
10.3389/fceng.2021.665415,B,Machine Learning and Metaheuristic Methods for Renewable Power Forecasting: A Recent Review,2021,Frontiers in Chemical Engineering,10.3389/fceng.2021.665415
10.1109/tcyb.2017.2771229,B,An Improved Mixture of Probabilistic PCA for Nonlinear Data-Driven Process Monitoring,2017,IEEE Transactions on Cybernetics,10.1109/tcyb.2017.2771229
10.3390/app10072401,B,Air Quality Prediction in Smart Cities Using Machine Learning Technologies Based on Sensor Data: A Review,2020,Applied Sciences,10.3390/app10072401
10.48550/arxiv.2004.10977,B,Real-time Detection of Clustered Events in Video-imaging data with Applications to Additive Manufacturing,2020,arXiv (Cornell University),10.48550/arxiv.2004.10977
10.1093/rof/rfv018,B,Revisiting the Risk-Neutral Approach to Optimal Policyholder Behavior: A Study of Withdrawal Guarantees in Variable Annuities,2015,European Finance Review,10.1093/rof/rfv018
10.1553/etna_vol53s113,B,Block generalized locally Toeplitz sequences: theory and applications in the multidimensional case,2020,ETNA - Electronic Transactions on Numerical Analysis,10.1553/etna_vol53s113
10.1080/19942060.2021.1984992,B,"Artificial intelligence models for suspended river sediment prediction: state-of-the art, modeling framework appraisal, and proposed future research directions",2021,Engineering Applications of Computational Fluid Mechanics,10.1080/19942060.2021.1984992
10.1145/273865.273901,B,Probabilistic checking of proofs,1998,Journal of the ACM,10.1145/273865.273901
10.1016/j.neunet.2020.08.017,B,SympNets: Intrinsic structure-preserving symplectic networks for identifying Hamiltonian systems,2020,Neural Networks,10.1016/j.neunet.2020.08.017
