key,families,title,year,venue,doi
10.1103/physreva.63.032312,K,Evaluating capacities of bosonic Gaussian channels,2001,Physical Review A,10.1103/physreva.63.032312
10.1109/tit.2014.2309968,K,The Quantum Reverse Shannon Theorem and Resource Tradeoffs for Simulating Quantum Channels,2014,IEEE Transactions on Information Theory,10.1109/tit.2014.2309968
10.1142/s1230161208000043,K,A Decoupling Approach to the Quantum Capacity,2008,Open Systems & Information Dynamics,10.1142/s1230161208000043
10.1109/tit.2004.838115,K,Distilling Common Randomness From Bipartite Quantum States,2004,IEEE Transactions on Information Theory,10.1109/tit.2004.838115
10.48550/arxiv.0912.5537,K,Quantum Reverse Shannon Theorem,2009,arXiv (Cornell University),10.48550/arxiv.0912.5537
10.1109/tit.2009.2025545,E,The Operational Meaning of Min- and Max-Entropy,2009,IEEE Transactions on Information Theory,10.1109/tit.2009.2025545
10.22331/q-2017-07-14-14,E,A largely self-contained and complete security proof for quantum key distribution,2017,Quantum,10.22331/q-2017-07-14-14
alargelyselfcontainedandcompletesecurityproofforquantumkeydistribution,E,A largely self-contained and complete security proof for quantum key distribution,2017,UTS ePRESS (University of Technology Sydney),
10.1109/tit.2013.2268533,E,Entanglement Cost of Quantum Channels,2013,IEEE Transactions on Information Theory,10.1109/tit.2013.2268533
10.1007/978-1-4613-9425-9,A,Multilinear Algebra,1978,Universitext,10.1007/978-1-4613-9425-9
10.1007/s40324-018-0177-x,A,Tree-based tensor formats,2018,SeMA Journal,10.1007/s40324-018-0177-x
10.1184/r1/6492902.v1,H,Theorem Proving in Lean,2018,KiltHub Repository,10.1184/r1/6492902.v1
10.1137/050644756,B,Simulating Quantum Computation by Contracting Tensor Networks,2008,SIAM Journal on Computing,10.1137/050644756
10.1103/physrevb.78.155117,B,Infinite time-evolving block decimation algorithm beyond unitary evolution,2008,Physical Review B,10.1103/physrevb.78.155117
10.1103/physrevlett.98.140506,B,Computational Complexity of Projected Entangled Pair States,2007,Physical Review Letters,10.1103/physrevlett.98.140506
10.1103/physrevb.86.245101,B,Projected entangled pair states at finite temperature: Imaginary time evolution with ancillas,2012,Physical Review B,10.1103/physrevb.86.245101
conversionofprojectedentangledpairstatesintoacanonicalform,B,Conversion of projected entangled pair states into a canonical form,2019,CaltechAUTHORS (California Institute of Technology),
10.1137/140976546,A,Time Integration of Tensor Trains,2015,SIAM Journal on Numerical Analysis,10.1137/140976546
10.1093/amrx/abv006,A,Time Integration in the Multiconfiguration Time-Dependent Hartree Method of Molecular Quantum Dynamics,2015,Applied Mathematics Research eXpress,10.1093/amrx/abv006
10.1145/2538688,A,Algorithm 941,2014,ACM Transactions on Mathematical Software,10.1145/2538688
timeintegrationoftensortrains,A,Time integration of tensor trains,2016,,
10.1080/00268976.2024.2306881,A,A tensor network view of multilayer multiconfiguration time-dependent Hartree methods,2024,Molecular Physics,10.1080/00268976.2024.2306881
10.1016/j.cma.2024.117385,A,Cross interpolation for solving high-dimensional dynamical systems on low-rank Tucker and tensor train manifolds,2024,Computer Methods in Applied Mechanics and Engineering,10.1016/j.cma.2024.117385
10.1063/5.0301775,A,pyTTN: An open-source toolbox for open and closed system quantum dynamics simulations using tree tensor networks,2025,The Journal of Chemical Physics,10.1063/5.0301775
10.1137/24m1661996,A,Low-Rank Tree Tensor Network Operators for Long-Range Pairwise Interactions,2025,SIAM Journal on Scientific Computing,10.1137/24m1661996
10.48550/arxiv.2311.12103,A,A tensor network view of multilayer multiconfiguration time-dependent Hartree methods,2023,arXiv (Cornell University),10.48550/arxiv.2311.12103
10.1088/0953-8984/21/39/395502,A;F;L,QUANTUM ESPRESSO: a modular and open-source software project for quantum simulations of materials,2009,Journal of Physics Condensed Matter,10.1088/0953-8984/21/39/395502
10.1103/prxquantum.2.030305,A;D;K,Even More Efficient Quantum Computations of Chemistry Through Tensor Hypercontraction,2021,PRX Quantum,10.1103/prxquantum.2.030305
10.48550/arxiv.1407.3124,A;B,Tensor Networks for Big Data Analytics and Large-Scale Optimization Problems,2014,arXiv (Cornell University),10.48550/arxiv.1407.3124
10.48550/arxiv.2208.10972,A;M,Time-dependent variational principle with controlled bond expansion for matrix product states,2022,arXiv (Cornell University),10.48550/arxiv.2208.10972
10.1214/009053604000000067,C;F,Least angle regression,2004,The Annals of Statistics,10.1214/009053604000000067
10.1016/j.laa.2015.06.027,C;I,Randomized block Kaczmarz method with projection for solving least squares,2015,Linear Algebra and its Applications,10.1016/j.laa.2015.06.027
10.1090/s0002-9947-03-03136-2,C;I,Accelerating the convergence of the method of alternating projections,2003,Transactions of the American Mathematical Society,10.1090/s0002-9947-03-03136-2
10.1109/tsp.2014.2339801,C;I,Alternating Projections and Douglas-Rachford for Sparse Affine Feasibility,2014,IEEE Transactions on Signal Processing,10.1109/tsp.2014.2339801
10.1016/j.jat.2006.02.006,C;I,The rate of convergence for the cyclic projections algorithm II: Norms of nonlinear operators,2006,Journal of Approximation Theory,10.1016/j.jat.2006.02.006
10.1111/rssb.12228,C;I,Random-projection Ensemble Classification,2017,Journal of the Royal Statistical Society Series B (Statistical Methodology),10.1111/rssb.12228
10.25675/3.021826,F;N,Protein interface prediction using graph convolutional networks,2017,Digital Collections of Colorado (Colorado State University),10.25675/3.021826
10.1137/130916138,G;M,Active Subspace Methods in Theory and Practice: Applications to Kriging Surfaces,2014,SIAM Journal on Scientific Computing,10.1137/130916138
10.1007/s10444-020-09797-9,A,HT-AWGM: a hierarchical Tucker–adaptive wavelet Galerkin method for high-dimensional elliptic problems,2020,Advances in Computational Mathematics,10.1007/s10444-020-09797-9
10.1109/dsn.2018.00039,A,Efficient Transient Analysis of a Class of Compositional Fluid Stochastic Petri Nets,2018,,10.1109/dsn.2018.00039
10.1088/1361-648x/aa8f79,A,Advanced capabilities for materials modelling with Q uantum ESPRESSO,2017,Journal of Physics Condensed Matter,10.1088/1361-648x/aa8f79
10.1002/nme.7423,A,Imposing different boundary conditions for thermal computational homogenization problems with FFT‐ and tensor‐train‐based Green's operator methods,2024,International Journal for Numerical Methods in Engineering,10.1002/nme.7423
10.1007/s00466-022-02261-z,A,Numerical upscaling of parametric microstructures in a possibilistic uncertainty framework with tensor trains,2022,Computational Mechanics,10.1007/s00466-022-02261-z
10.48550/arxiv.2302.03568,A,Quantum dynamics of coupled excitons and phonons in chain-like systems: tensor train approaches and higher-order propagators,2023,arXiv (Cornell University),10.48550/arxiv.2302.03568
10.3390/app10082808,A,Application of the Terrestrial Laser Scanning in Slope Deformation Monitoring: Taking a Highway Slope as an Example,2020,Applied Sciences,10.3390/app10082808
10.48550/arxiv.2004.01571,A,Tree-AMP: Compositional Inference with Tree Approximate Message Passing,2020,Infoscience (Ecole Polytechnique Fédérale de Lausanne),10.48550/arxiv.2004.01571
10.1007/s10915-022-01868-x,A,Adaptive Integration of Nonlinear Evolution Equations on Tensor Manifolds,2022,Journal of Scientific Computing,10.1007/s10915-022-01868-x
10.1088/1367-2630/12/2/025007,A,Entanglement renormalization in free bosonic systems: real-space versus momentum-space renormalization group transforms,2010,New Journal of Physics,10.1088/1367-2630/12/2/025007
10.1103/physrevresearch.5.033141,A,Quantum-classical eigensolver using multiscale entanglement renormalization,2023,Physical Review Research,10.1103/physrevresearch.5.033141
10.48550/arxiv.1705.01598,A,cuTT: A High-Performance Tensor Transpose Library for CUDA Compatible\n GPUs,2017,arXiv (Cornell University),10.48550/arxiv.1705.01598
10.31083/j.fbl2704128,A,Recruitment: A Problem of Entangled Temporal Parts,2022,Frontiers in Bioscience-Landmark,10.31083/j.fbl2704128
10.1021/acs.chemrev.3c00189,B,Machine Learning Methods for Small Data Challenges in Molecular Science,2023,Chemical Reviews,10.1021/acs.chemrev.3c00189
10.1038/s41598-021-83269-y,B,Molecular function recognition by supervised projection pursuit machine learning,2021,Scientific Reports,10.1038/s41598-021-83269-y
10.3390/math13030451,B,"Understanding Machine Learning Principles: Learning, Inference, Generalization, and Computational Learning Theory",2025,Mathematics,10.3390/math13030451
10.5772/61471,B,"Face Recognition - Semisupervised Classification, Subspace Projection and Evaluation Methods",2016,InTech eBooks,10.5772/61471
10.7900/jot.2017dec22.2179,B,Effective perturbation theory for simple isolated eigenvalues of linear operators,2018,Journal of Operator Theory,10.7900/jot.2017dec22.2179
10.1371/journal.pcbi.1008971,B,"Analogous computations in working memory input, output and motor gating: Electrophysiological and computational modeling evidence",2021,PLoS Computational Biology,10.1371/journal.pcbi.1008971
10.2140/jomms.2007.2.1019,B,"Hierarchical chemo-nanomechanics of proteins: entropic elasticity, protein unfolding and molecular fracture",2007,Journal of mechanics of materials and structures,10.2140/jomms.2007.2.1019
topicsinsparseapproximation,B,Topics in sparse approximation,2004,Texas ScholarWorks (Texas Digital Library),
10.1186/s40323-016-0060-1,B,Recursive POD expansion for reaction-diffusion equation,2016,Advanced Modeling and Simulation in Engineering Sciences,10.1186/s40323-016-0060-1
10.22028/d291-25990,B,Real root isolation for exact and approximate polynomials using descartes' rule of signs,2008,Max Planck Institute for Plasma Physics,10.22028/d291-25990
10.1145/2491533.2491549,B,Guest column,2013,ACM SIGACT News,10.1145/2491533.2491549
10.1007/978-1-4302-5990-9,B,"Efficient Learning Machines: Theories, Concepts, and Applications for Engineers and System Designers",2015,Directory of Open access Books (OAPEN Foundation),10.1007/978-1-4302-5990-9
10.1016/s0022-0000(03)00025-4,C,Database-friendly random projections: Johnson-Lindenstrauss with binary coins,2003,Journal of Computer and System Sciences,10.1016/s0022-0000(03)00025-4
10.1090/s0894-0347-08-00600-0,C,Counting faces of randomly projected polytopes when the projection radically lowers dimension,2008,Journal of the American Mathematical Society,10.1090/s0894-0347-08-00600-0
10.1103/physrevb.94.165116,A;B;C,Unifying time evolution and optimization with matrix product states,2016,Physical review. B./Physical review. B,10.1103/physrevb.94.165116
10.1090/s0025-5718-10-02334-3,C,A projection-based error analysis of HDG methods,2010,Mathematics of Computation,10.1090/s0025-5718-10-02334-3
10.1016/j.laa.2010.11.033,C,Products of orthogonal projections and polar decompositions,2010,Linear Algebra and its Applications,10.1016/j.laa.2010.11.033
10.1214/ss/1009213727,C,A General Projection Framework for Constrained Smoothing,2001,Statistical Science,10.1214/ss/1009213727
10.1016/0021-9045(84)90018-2,C,Orthogonal projections are optimal algorithms,1984,Journal of Approximation Theory,10.1016/0021-9045(84)90018-2
10.1016/j.matpur.2004.09.017,C,Maximum-norm stability of the finite element Stokes projection,2004,Journal de Mathématiques Pures et Appliquées,10.1016/j.matpur.2004.09.017
10.1007/s00365-017-9377-3,C,Approximation and Orthogonality in Sobolev Spaces on a Triangle,2017,Constructive Approximation,10.1007/s00365-017-9377-3
10.1016/0021-9045(83)90039-4,C,\(L_\infty\)-upper bound of \(L_2\)-projections onto splines at a geometric mesh,1983,Journal of Approximation Theory,10.1016/0021-9045(83)90039-4
10.1090/s0002-9947-1950-0051437-7,C;I,Theory of reproducing kernels,1950,Transactions of the American Mathematical Society,10.1090/s0002-9947-1950-0051437-7
10.3390/rs10020180,C,Hue-Angle Product for Low to Medium Spatial Resolution Optical Satellite Sensors,2018,Remote Sensing,10.3390/rs10020180
10.5194/bg-10-1849-2013,C,Oxygen and indicators of stress for marine life in multi-model global warming projections,2013,Biogeosciences,10.5194/bg-10-1849-2013
10.3133/b1532,C,Map projections used by the U.S. Geological Survey,1982,,10.3133/b1532
10.1016/j.ocemod.2017.12.003,C,CMIP5-based global wave climate projections including the entire Arctic Ocean,2018,Ocean Modelling,10.1016/j.ocemod.2017.12.003
10.2307/1990404,C,Theory of Reproducing Kernels,1950,Transactions of the American Mathematical Society,10.2307/1990404
10.1002/jcc.23899,C,New ways to boost molecular dynamics simulations,2015,Journal of Computational Chemistry,10.1002/jcc.23899
10.5281/zenodo.35392,C,The Mercator Projections,2013,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.35392
10.1088/1367-2630/7/1/034,C,Position-dependent diffusion coefficients and free energies from Bayesian analysis of equilibrium and replica molecular dynamics simulations,2005,New Journal of Physics,10.1088/1367-2630/7/1/034
10.1016/j.jmaa.2021.125239,C,On angles between convex sets in Hilbert spaces,2021,Journal of Mathematical Analysis and Applications,10.1016/j.jmaa.2021.125239
10.1088/1741-2560/13/3/036007,C,Dual signal subspace projection (DSSP): a novel algorithm for removing large interference in biomagnetic measurements,2016,Journal of Neural Engineering,10.1088/1741-2560/13/3/036007
10.7554/elife.49424,C,Single-cell transcriptomes and whole-brain projections of serotonin neurons in the mouse dorsal and median raphe nuclei,2019,eLife,10.7554/elife.49424
10.3389/neuro.01.1.1.016.2007,C,Topography of the complete corticopontine projection: From experiments to principal maps,2007,Frontiers in Neuroscience,10.3389/neuro.01.1.1.016.2007
10.1016/j.aca.2018.03.044,C,Estimating the number of components and detecting outliers using Angle Distribution of Loading Subspaces (ADLS) in PCA analysis,2018,Analytica Chimica Acta,10.1016/j.aca.2018.03.044
10.1088/0266-5611/14/4/001,C,Synthetic aperture radar interferometry,1998,Inverse Problems,10.1088/0266-5611/14/4/001
10.1016/j.jmva.2018.03.008,C,Angle-based joint and individual variation explained,2018,Journal of Multivariate Analysis,10.1016/j.jmva.2018.03.008
10.1021/ct400219n,C,Improved Angle Potentials for Coarse-Grained Molecular Dynamics Simulations,2013,Journal of Chemical Theory and Computation,10.1021/ct400219n
10.48550/arxiv.1905.06549,C,TapNet: Neural Network Augmented with Task-Adaptive Projection for Few-Shot Learning,2019,arXiv (Cornell University),10.48550/arxiv.1905.06549
10.1007/s11263-011-0468-5,C,Optimal Metric Projections for Deformable and Articulated Structure-from-Motion,2011,International Journal of Computer Vision,10.1007/s11263-011-0468-5
10.2172/5005529,C,Interpretable projection pursuit,1989,,10.2172/5005529
10.1016/j.ress.2015.05.025,C,An angle-based subspace anomaly detection approach to high-dimensional data: With an application to industrial fault detection,2015,Reliability Engineering & System Safety,10.1016/j.ress.2015.05.025
10.4310/jdg/1460463562,D,Conic singularities metrics with prescribed Ricci curvature: General cone angles along normal crossing divisors,2016,Journal of Differential Geometry,10.4310/jdg/1460463562
10.2140/apde.2010.3.359,D,Mean curvature motion of graphs with constant contact angle at a free boundary,2010,Analysis & PDE,10.2140/apde.2010.3.359
10.1090/s0894-0347-2014-00801-8,D,Kähler-Einstein metrics on Fano manifolds. III: Limits as cone angle approaches \boldmath2𝜋 and completion of the main proof,2014,Journal of the American Mathematical Society,10.1090/s0894-0347-2014-00801-8
10.4310/acta.2023.v231.n1.a3,D,The extremals of the Alexandrov–Fenchel inequality for convex polytopes,2023,Acta Mathematica,10.4310/acta.2023.v231.n1.a3
10.1016/0024-3795(88)90153-x,D,Matrices with some extremal properties,1988,Linear Algebra and its Applications,10.1016/0024-3795(88)90153-x
10.1007/s00220-011-1309-7,E,The Quantum Reverse Shannon Theorem Based on One-Shot Information Theory,2011,Communications in Mathematical Physics,10.1007/s00220-011-1309-7
10.21468/scipostphys.12.5.157,E,Quantum minimal surfaces from quantum error correction,2022,SciPost Physics,10.21468/scipostphys.12.5.157
10.1007/s00220-014-1990-4,E,One-Shot Decoupling,2014,Communications in Mathematical Physics,10.1007/s00220-014-1990-4
10.1063/1.4903989,E,Position-momentum uncertainty relations in the presence of quantum memory,2014,Journal of Mathematical Physics,10.1063/1.4903989
10.1002/bip.22372,E,Particle tracking microrheology of purified gastrointestinal mucins,2013,Biopolymers,10.1002/bip.22372
10.1103/physrevlett.122.201601,E,Entanglement of Purification in Many Body Systems and Symmetry Breaking,2019,Physical Review Letters,10.1103/physrevlett.122.201601
10.1371/journal.pone.0105302,E,Tea Derived Galloylated Polyphenols Cross-Link Purified Gastrointestinal Mucins,2014,PLoS ONE,10.1371/journal.pone.0105302
10.1371/journal.pbio.0030196,E,The Pattern of Polymorphism in Arabidopsis thaliana,2005,PLoS Biology,10.1371/journal.pbio.0030196
10.1103/revmodphys.84.1655,E,The classical-quantum boundary for correlations: Discord and related measures,2012,Reviews of Modern Physics,10.1103/revmodphys.84.1655
10.4007/annals.2009.169.903,E,Ricci curvature for metric-measure spaces via optimal transport,2009,Annals of Mathematics,10.4007/annals.2009.169.903
10.1016/j.acha.2021.02.004,E,Reproducing kernel Hilbert space compactification of unitary evolution groups,2021,Applied and Computational Harmonic Analysis,10.1016/j.acha.2021.02.004
10.1007/jhep08(2014)145,E,Universality of long-distance AdS physics from the CFT bootstrap,2014,Journal of High Energy Physics,10.1007/jhep08(2014)145
10.4310/jdg/1231856263,E,"Convex functions on symmetric spaces, side lengths of polygons and the stability inequalities for weighted configurations at infinity",2009,Journal of Differential Geometry,10.4310/jdg/1231856263
10.22331/q-2019-08-05-168,E,"Tight, robust, and feasible quantum speed limits for open dynamics",2019,Quantum,10.22331/q-2019-08-05-168
10.1175/1520-0485(2002)032<1460:dotdtb>2.0.co;2,E,Dynamics of Two-Dimensional Turbulent Bottom Gravity Currents,2002,Journal of Physical Oceanography,10.1175/1520-0485(2002)032<1460:dotdtb>2.0.co;2
10.1116/1.5119961,E,Geometric perspective on quantum parameter estimation,2020,AVS Quantum Science,10.1116/1.5119961
10.1017/jfm.2023.687,E,On the low-frequency unsteadiness in shock wave–turbulent boundary layer interactions,2023,Journal of Fluid Mechanics,10.1017/jfm.2023.687
10.1029/2017jb015223,E,"Inferring Geothermal Reservoir Processes at the Raft River Geothermal Field, Idaho, USA, Through Modeling InSAR ‐Measured Surface Deformation",2018,Journal of Geophysical Research Solid Earth,10.1029/2017jb015223
largemarginmethodsforstructuredandinterdependentoutputvariables,F,Large Margin Methods for Structured and Interdependent Output Variables,2005,MPG.PuRe (Max Planck Society),
10.1007/978-3-030-34489-4,F,Tensor Network Contractions,2020,Lecture notes in physics,10.1007/978-3-030-34489-4
10.22331/q-2021-03-15-410,F,Hyper-optimized tensor network contraction,2021,Quantum,10.22331/q-2021-03-15-410
10.1007/jhep07(2014)079,F,"The automated computation of tree-level and next-to-leading order differential cross sections, and their matching to parton shower simulations",2014,Journal of High Energy Physics,10.1007/jhep07(2014)079
10.1214/aos/1016218223,F,Additive logistic regression: a statistical view of boosting (With discussion and a rejoinder by the authors),2000,The Annals of Statistics,10.1214/aos/1016218223
10.1145/169627.169640,F,A parallel hashed Oct-Tree N-body algorithm,1993,,10.1145/169627.169640
10.5194/bg-6-2001-2009,F,Towards global empirical upscaling of FLUXNET eddy covariance observations: validation of a model tree ensemble approach using a biosphere model,2009,Biogeosciences,10.5194/bg-6-2001-2009
10.3389/fphy.2017.00063,F,From the Trees to the Forest: A Review of Radiative Neutrino Mass Models,2017,Frontiers in Physics,10.3389/fphy.2017.00063
10.1007/s00145-011-9105-2,F,"Bonsai Trees, or How to Delegate a Lattice Basis",2011,Journal of Cryptology,10.1007/s00145-011-9105-2
10.1145/197938.197956,F,Multi-dimensional trees for controlled volume rendering and compression,1994,,10.1145/197938.197956
10.1093/gji/ggv326,F,Geophysical imaging using trans-dimensional trees,2015,Geophysical Journal International,10.1093/gji/ggv326
10.1214/09-ss047,F,A review of survival trees,2011,Statistics Surveys,10.1214/09-ss047
10.1016/j.nima.2010.04.042,F,"The ALICE TPC, a large 3-dimensional tracking device with fast readout for ultra-high multiplicity events",2010,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,10.1016/j.nima.2010.04.042
10.1002/(issn)1097-0207,F,International Journal for Numerical Methods in Engineering,2006,International Journal for Numerical Methods in Engineering,10.1002/(issn)1097-0207
10.1214/19-ba1195,F,"Bayesian Regression Tree Models for Causal Inference: Regularization, Confounding, and Heterogeneous Effects (with Discussion)",2020,Bayesian Analysis,10.1214/19-ba1195
10.1007/s40484-019-0186-5,F,A survey of some tensor analysis techniques for biological systems,2019,Quantitative Biology,10.1007/s40484-019-0186-5
microphysicalretrievalofnonsphericalaerosolparticlesusingregularizedinversionofmultiwavelengthlidardata,F,Microphysical retrieval of non-spherical aerosol particles using regularized inversion of multi-wavelength lidar data,2016,,
10.1103/revmodphys.89.015002,E;G,Entropic uncertainty relations and their applications,2017,Reviews of Modern Physics,10.1103/revmodphys.89.015002
10.1090/s0002-9939-04-07245-4,G,Symmetry of extremal functions for the Caffarelli-Kohn-Nirenberg inequalities,2004,Proceedings of the American Mathematical Society,10.1090/s0002-9939-04-07245-4
10.1103/physrevx.8.021014,G,Operator Spreading in Random Unitary Circuits,2018,Physical Review X,10.1103/physrevx.8.021014
10.1007/bf02404474,G,Extremal length and functional completion,1957,Acta Mathematica,10.1007/bf02404474
10.1215/s0012-7094-96-08310-6,G,Extremal length estimates and product regions in Teichmüller space,1996,Duke Mathematical Journal,10.1215/s0012-7094-96-08310-6
10.1039/c9sm01221d,G,Uncertainties in contact angle goniometry,2019,Soft Matter,10.1039/c9sm01221d
10.1111/ele.14215,G,Leaf angle as a leaf and canopy trait: Rejuvenating its role in ecology with new technology,2023,Ecology Letters,10.1111/ele.14215
10.3847/0004-637x/833/1/3,G,OBSERVATION AND CHARACTERIZATION OF A COSMIC MUON NEUTRINO FLUX FROM THE NORTHERN HEMISPHERE USING SIX YEARS OF ICECUBE DATA,2016,The Astrophysical Journal,10.3847/0004-637x/833/1/3
10.4230/lipics.itp.2022.9,H,Formalising Szemerédi’s Regularity Lemma in Lean,2021,arXiv (Cornell University),10.4230/lipics.itp.2022.9
10.1145/781131.781153,H,A static analyzer for large safety-critical software,2003,,10.1145/781131.781153
10.21203/rs.3.rs-10784814/v1,H,"Dictionary-KAN: Resolving the Optimization Paradox of Kolmogorov-Arnold Networks via Complex RKHS, Machine-Verified Theory, and Discrete Hierarchical Refinement",2026,Research Square,10.21203/rs.3.rs-10784814/v1
10.5281/zenodo.19154258,H,The Operator Derivative in Continuous Stochastic Calculus: A Hilbert Energy Space Framework,2026,Zenodo (CERN European Organization for Nuclear Research),10.5281/zenodo.19154258
10.1017/s0140525x12000477,I,"Whatever next? Predictive brains, situated agents, and the future of cognitive science",2013,Behavioral and Brain Sciences,10.1017/s0140525x12000477
10.1523/jneurosci.1278-13.2013,I,Control of Basal Ganglia Output by Direct and Indirect Pathway Projection Neurons,2013,Journal of Neuroscience,10.1523/jneurosci.1278-13.2013
10.1109/jstsp.2013.2247023,I,Distributed Random Projection Algorithm for Convex Optimization,2013,IEEE Journal of Selected Topics in Signal Processing,10.1109/jstsp.2013.2247023
10.1007/s11075-015-0078-3,I,Anderson acceleration of the alternating projections method for computing the nearest correlation matrix,2015,Numerical Algorithms,10.1007/s11075-015-0078-3
10.1016/s0140-6736(20)30677-2,I,"Fertility, mortality, migration, and population scenarios for 195 countries and territories from 2017 to 2100: a forecasting analysis for the Global Burden of Disease Study",2020,The Lancet,10.1016/s0140-6736(20)30677-2
10.1016/j.jat.2016.02.001,I,Ritt operators and convergence in the method of alternating projections,2016,Journal of Approximation Theory,10.1016/j.jat.2016.02.001
10.1016/j.jat.2008.04.001,I,The rate of convergence for the cyclic projections algorithm III: Regularity of convex sets,2008,Journal of Approximation Theory,10.1016/j.jat.2008.04.001
10.1007/s11075-017-0310-4,I,Convergence properties of dynamic string-averaging projection methods in the presence of perturbations,2017,Numerical Algorithms,10.1007/s11075-017-0310-4
10.1155/s108533750321201x,I,Iterative algorithms with seminorm‐induced oblique projections,2003,Abstract and Applied Analysis,10.1155/s108533750321201x
10.48550/arxiv.0710.2387,I,Characterizing arbitrarily slow convergence in the method of alternating projections,2007,arXiv (Cornell University),10.48550/arxiv.0710.2387
10.1007/s10013-018-0279-x,I,Implicit Error Bounds for Picard Iterations on Hilbert Spaces,2018,Vietnam Journal of Mathematics,10.1007/s10013-018-0279-x
10.48550/arxiv.2003.10324,I,Fast Alternating Projections on Manifolds Based on Tangent Spaces,2020,arXiv (Cornell University),10.48550/arxiv.2003.10324
10.48550/arxiv.1402.5460,D;I,Linear and strong convergence of algorithms involving averaged\n nonexpansive operators,2014,arXiv (Cornell University),10.48550/arxiv.1402.5460
10.48550/arxiv.1407.5210,I,Faster convergence rates of relaxed Peaceman-Rachford and ADMM under regularity assumptions,2014,arXiv (Cornell University),10.48550/arxiv.1407.5210
10.48550/arxiv.1205.0318,I,Restricted normal cones and the method of alternating projections,2012,arXiv (Cornell University),10.48550/arxiv.1205.0318
10.48550/arxiv.1407.0671,I,Optimal rates of convergence of matrices with applications,2014,arXiv (Cornell University),10.48550/arxiv.1407.0671
10.1029/2006je002825,I,"PlanetWRF: A general purpose, local to global numerical model for planetary atmospheric and climate dynamics",2007,Journal of Geophysical Research Atmospheres,10.1029/2006je002825
10.1103/revmodphys.95.045006,J,Quantum repeaters: From quantum networks to the quantum internet,2023,Reviews of Modern Physics,10.1103/revmodphys.95.045006
10.1103/physrevx.9.031009,J;M,Measurement-Induced Phase Transitions in the Dynamics of Entanglement,2019,Physical Review X,10.1103/physrevx.9.031009
10.1088/1367-2630/18/5/053031,J,Quantum Zeno effect in the strong measurement regime of circuit quantum electrodynamics,2016,New Journal of Physics,10.1088/1367-2630/18/5/053031
10.1088/1367-2630/17/6/063035,J,Observation of quantum Zeno effect in a superconducting flux qubit,2015,New Journal of Physics,10.1088/1367-2630/17/6/063035
10.1103/physrevb.102.035119,J,Measurement-induced dynamics of many-body systems at quantum criticality,2020,Physical review. B./Physical review. B,10.1103/physrevb.102.035119
10.22331/q-2023-09-07-1100,J,A Multi-Qubit Quantum Gate Using the Zeno Effect,2023,Quantum,10.22331/q-2023-09-07-1100
10.1029/2021ms002621,J,"Data‐Driven Inference of the Mechanics of Slip Along Glacier Beds Using Physics‐Informed Neural Networks: Case Study on Rutford Ice Stream, Antarctica",2021,Journal of Advances in Modeling Earth Systems,10.1029/2021ms002621
10.48550/arxiv.2211.05988,J,A Multi-Qubit Quantum Gate Using the Zeno Effect,2022,arXiv (Cornell University),10.48550/arxiv.2211.05988
10.1103/physreva.105.052426,J,Controlling long ion strings for quantum simulation and precision measurements,2022,Physical Review A,10.1103/physreva.105.052426
10.1007/s10994-012-5316-5,K,Quantum speed-up for unsupervised learning,2012,Machine Learning,10.1007/s10994-012-5316-5
10.1007/s00037-006-0212-7,K,THE QUANTUM ADVERSARY METHOD AND CLASSICAL FORMULA SIZE LOWER BOUNDS,2006,Computational Complexity,10.1007/s00037-006-0212-7
10.1007/11523468,K,"Automata, languages and programming. 32nd international colloquium, ICALP 2005, Lisbon, Portugal, July 11--15, 2005. Proceedings.",2005,Lecture Notes in Computer Science,10.1007/11523468
10.22331/q-2025-02-18-1636,K,Tight Bounds on the Spooky Pebble Game: Recycling Qubits with Measurements,2025,Quantum,10.22331/q-2025-02-18-1636
10.1002/ldr.3332,K,Identifying erosion hotspots in Lake Tana Basin from a multisite Soil and Water Assessment Tool validation: Opportunity for land managers,2019,Land Degradation and Development,10.1002/ldr.3332
10.1103/physrevresearch.3.023153,K,Quantum noise protects quantum classifiers against adversaries,2021,Physical Review Research,10.1103/physrevresearch.3.023153
10.48550/arxiv.2110.08973,K,Tight Bounds on the Spooky Pebble Game: Recycling Qubits with Measurements,2021,arXiv (Cornell University),10.48550/arxiv.2110.08973
10.1088/1367-2630/17/8/083040,K,Robustness and device independence of verifiable blind quantum computing,2015,New Journal of Physics,10.1088/1367-2630/17/8/083040
10.1038/s41586-022-04725-x,K,Quantum computational advantage with a programmable photonic processor,2022,Nature,10.1038/s41586-022-04725-x
10.1126/science.abg1919,K,Realization of a multinode quantum network of remote solid-state qubits,2021,Science,10.1126/science.abg1919
10.1103/revmodphys.90.035006,K,Quantum-enhanced measurements without entanglement,2018,Reviews of Modern Physics,10.1103/revmodphys.90.035006
10.1086/309175,L,Dark Halo and Disk Galaxy Scaling Laws in Hierarchical Universes,2000,The Astrophysical Journal,10.1086/309175
10.1103/physrevb.91.165112,L,Time-evolving a matrix product state with long-ranged interactions,2015,Physical Review B,10.1103/physrevb.91.165112
10.2969/jmsj/01330246,L,Fractional powers of dissipative operators,1961,Journal of the Mathematical Society of Japan,10.2969/jmsj/01330246
