key,families,title,year,venue,doi
10.1145/3763167,H,Interactive Bitvector Reasoning using Verified Bit-Blasting,2025,Proceedings of the ACM on Programming Languages,10.1145/3763167
10.1103/physrevb.48.10345,B,Density-matrix algorithms for quantum renormalization groups,1993,"Physical review. B, Condensed matter",10.1103/physrevb.48.10345
10.1214/ecp.v18-2865,B,Hanson-Wright inequality and sub-gaussian concentration,2013,Electronic Communications in Probability,10.1214/ecp.v18-2865
10.2478/cmam-2011-0021,B,DMRG Approach to Fast Linear Algebra in the TT-Format,2011,Computational Methods in Applied Mathematics,10.2478/cmam-2011-0021
10.1016/0010-4655(89)90147-1,B,Super-matrix methods,1989,Computer Physics Communications,10.1016/0010-4655(89)90147-1
10.1109/tnnls.2024.3443814,B,Orthogonal Capsule Networks With Positional Information Preservation and Lightweight Feature Learning,2024,IEEE Transactions on Neural Networks and Learning Systems,10.1109/tnnls.2024.3443814
10.1016/j.aop.2019.167998,A,Time-evolution methods for matrix-product states,2019,Annals of Physics,10.1016/j.aop.2019.167998
10.1007/3-540-10579-4,A,Geometry of the Time-Dependent Variational Principle in Quantum Mechanics,1981,Lecture notes in physics,10.1007/3-540-10579-4
10.4171/067,A,From Quantum to Classical Molecular Dynamics: Reduced Models and Numerical Analysis,2008,Zurich lectures in advanced mathematics,10.4171/067
10.1088/0022-3719/6/15/009,A,Ising model in a transverse field. I. Basic theory,1973,Journal of Physics C Solid State Physics,10.1088/0022-3719/6/15/009
10.1016/j.jcp.2023.112060,A,A robust and conservative dynamical low-rank algorithm,2023,Journal of Computational Physics,10.1016/j.jcp.2023.112060
10.1137/23m1547603,A,Asymptotic-Preserving and Energy Stable Dynamical Low-Rank Approximation,2024,SIAM Journal on Numerical Analysis,10.1137/23m1547603
10.1016/j.jcp.2024.112827,A,A low-rank complexity reduction algorithm for the high-dimensional kinetic chemical master equation,2024,Journal of Computational Physics,10.1016/j.jcp.2024.112827
10.1098/rspa.2024.0658,A,A cross algorithm for implicit time integration of random partial differential equations on low-rank matrix manifolds,2025,Proceedings of the Royal Society A Mathematical Physical and Engineering Sciences,10.1098/rspa.2024.0658
10.1016/j.jcp.2025.114421,A,Randomized methods for dynamical low-rank approximation,2025,Journal of Computational Physics,10.1016/j.jcp.2025.114421
10.1016/j.cpc.2026.110163,A,"A low-rank, high-order implicit-explicit integrator for three-dimensional convection-diffusion equations",2026,Computer Physics Communications,10.1016/j.cpc.2026.110163
