citation_key,key,doi,arxiv,openalex,title,year,authors,venue,families,origin,level_reached,threat_final,threat_L1,threat_L2,access,theorem_location,claims,verdict,cite_in_paper,bib_class,evidence_file,adjudication_note
,10.3389/fams.2022.838601,10.3389/fams.2022.838601,,https://openalex.org/W4286268954,ExaTN: Scalable GPU-Accelerated High-Performance Processing of General Tensor Networks at Exascale,2022,Dmitry I. Lyakh; Thien Nguyen; Daniel Claudino; Eugene Dumitrescu; Alexander McCaskey,Frontiers in Applied Mathematics and Statistics,A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1109/tsp.2016.2639466,10.1109/tsp.2016.2639466,,https://openalex.org/W2963328634,Exact Tensor Completion Using t-SVD,2016,Zemin Zhang; Shuchin Aeron,IEEE Transactions on Signal Processing,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevlett.118.260603,10.1103/physrevlett.118.260603,,https://openalex.org/W2595058657,Extracting Work from Quantum Measurement in Maxwell’s Demon Engines,2017,Cyril Elouard; David A. Herrera-Martí; Benjamin Huard; Alexia Auffèves,Physical Review Letters,J,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/s00220-011-1302-1,10.1007/s00220-011-1302-1,,https://openalex.org/W1968165454,Faithful Squashed Entanglement,2011,Fernando G. S. L. Brandão; Matthias Christandl; Jon Yard,Communications in Mathematical Physics,K,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.2003.10324,10.48550/arxiv.2003.10324,,https://openalex.org/W3012647091,Fast Alternating Projections on Manifolds Based on Tangent Spaces,2020,Guang‐Jing Song; Michael K. Ng,arXiv (Cornell University),I,harvest,L1,1,1,,,,,projection algorithm application,no,,,
,10.1137/s1064827599361771,10.1137/s1064827599361771,,https://openalex.org/W2158127704,Fast Solution of the Radial Basis Function Interpolation Equations: Domain Decomposition Methods,2001,R. K. Beatson; Will Light; Stephen Billings,SIAM Journal on Scientific Computing,I,snowball,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1109/nds.2011.6076873,10.1109/nds.2011.6076873,,https://openalex.org/W2028573274,Fast adaptive interpolation of multi-dimensional arrays in tensor train format,2011,Dmitry Savostyanov; Ivan Oseledets,,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.1402.5649,10.48550/arxiv.1402.5649,,https://openalex.org/W2953257350,Fast multidimensional convolution in low-rank formats via cross approximation,2014,Maxim Rakhuba; Ivan Oseledets,arXiv (Cornell University),A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1287/moor.2016.0827,10.1287/moor.2016.0827,,https://openalex.org/W1825307613,Faster Convergence Rates of Relaxed Peaceman-Rachford and ADMM Under Regularity Assumptions,2017,Damek Davis; Wotao Yin,Mathematics of Operations Research,D;I,snowball,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.48550/arxiv.1908.02721,10.48550/arxiv.1908.02721,,https://openalex.org/W2965087529,Faster Tensor Train Decomposition for Sparse Data,2019,Lingjie Li; Wenjian Yu; Kim Batselier,arXiv (Cornell University),A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.1407.5210,10.48550/arxiv.1407.5210,,https://openalex.org/W2951264764,Faster convergence rates of relaxed Peaceman-Rachford and ADMM under regularity assumptions,2014,Damek Davis; Wotao Yin,arXiv (Cornell University),I,harvest+snowball,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1016/j.cam.2021.113972,10.1016/j.cam.2021.113972,1908.02721,https://openalex.org/W4206022883,Faster tensor train decomposition for sparse data,2021,Lingjie Li; Wenjian Yu; Kim Batselier,Journal of Computational and Applied Mathematics,A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1137/s0097539799359385,10.1137/s0097539799359385,,https://openalex.org/W2128164182,Fault-Tolerant Quantum Computation with Constant Error Rate,2008,Dorit Aharonov; Michael Ben-Or,SIAM Journal on Computing,K,snowball,L1,1,1,,,,,fault tolerance threshold,no,,,
,10.1103/physrevlett.118.017201,10.1103/physrevlett.118.017201,,https://openalex.org/W2115068116,Finding Matrix Product State Representations of Highly Excited Eigenstates of Many-Body Localized Hamiltonians,2017,Xiongjie Yu; David Pekker; Bryan K. Clark,Physical Review Letters,B,snowball,L1,1,1,,,,,same broad field only,no,,,
,arxiv:2606.19761,,2606.19761,,Finishing Oltean's Completeness Proof in Lean 4 for Hybrid Logic $L(\forall)$,2026,Lars Warren Ericson,,H,harvest,L1,1,1,,,,,"Lean/formalization, unrelated result",no,,,
,10.1090/s0273-0979-10-01278-4,10.1090/s0273-0979-10-01278-4,,https://openalex.org/W2131341034,Finite element exterior calculus: from Hodge theory to numerical stability,2010,Douglas Arnold; Richard Falk; Ragnar Winther,Bulletin of the American Mathematical Society,L,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1109/proc.1983.12598,10.1109/proc.1983.12598,,https://openalex.org/W2157425580,Finite series-expansion reconstruction methods,1983,Yair Censor,Proceedings of the IEEE,I,snowball,L1,1,1,,,,,series-expansion reconstruction,no,,,
,10.1090/conm/513/10075,10.1090/conm/513/10075,,https://openalex.org/W1623295174,Firmly nonexpansive and Kirszbraun-Valentine extensions: a constructive approach via monotone operator theory,2010,Heinz H. Bauschke; Xianfu Wang,Contemporary mathematics - American Mathematical Society,D,snowball,L1,1,1,,,,,firmly nonexpansive extensions,no,,,
,10.1137/1.9781611974997,10.1137/1.9781611974997,,https://openalex.org/W2763081248,First-Order Methods in Optimization,2017,Amir Beck,Society for Industrial and Applied Mathematics eBooks,D,snowball,L1,1,1,,,,,first-order optimization text,no,,,
,10.1007/978-3-642-14052-5_12,10.1007/978-3-642-14052-5_12,,https://openalex.org/W1912797367,Formal Proof of a Wave Equation Resolution Scheme: The Method Error,2010,Sylvie Boldo; François Clément; Jean-Christophe Filliâtre; Micaela Mayero; Guillaume Melquiond; Pierre Weis,Lecture notes in computer science,H,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1145/3624483,10.1145/3624483,,https://openalex.org/W3202827246,"Formal Verification of Quantum Programs: Theory, Tools, and Challenges",2023,Marco Lewis; Sadegh Soudjani; Paolo Zuliani,ACM Transactions on Quantum Computing,H,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.4230/lipics.itp.2022.9,10.4230/lipics.itp.2022.9,,https://openalex.org/W3118272630,Formalising Szemerédi’s Regularity Lemma in Lean,2021,"Gusakov, Alena; Bhavik Mehta; Kyle A. Miller",arXiv (Cornell University),H,harvest+snowball,L1,1,1,,,,R8,Lean formalization of unrelated content,no,,,
,10.1145/3372885.3373830,10.1145/3372885.3373830,,https://openalex.org/W2981815722,Formalising perfectoid spaces,2020,Kevin Buzzard; Johan Commelin; Patrick Massot,,H,snowball,L1,1,1,,,,R8,Lean perfectoid spaces,no,,,
,10.6092/issn.1972-5787/8124,10.6092/issn.1972-5787/8124,,https://openalex.org/W2804372380,Formalization Techniques for Asymptotic Reasoning in Classical Analysis,2018,Reynald Affeldt; Cyril Cohen; Damien Rouhling,HAL (Le Centre pour la Communication Scientifique Directe),H,snowball,L1,1,1,,,,,formal asymptotic analysis,no,,,
,10.1007/978-3-319-14125-1_1,10.1007/978-3-319-14125-1_1,,https://openalex.org/W613166357,Formalization and Execution of Linear Algebra: From Theorems to Algorithms,2014,Jesús Aransay; Jose Divasón,Lecture notes in computer science,H,snowball,L1,1,1,,,,,formal linear algebra,no,,,
,10.2139/ssrn.6439344,10.2139/ssrn.6439344,,https://openalex.org/W7151795719,"Formalization of QFT II: The Osterwalder-Schrader Reconstruction Theorem, Free Fermions, and P (ϕ) 2 in Lean 4 A formalization blueprint and prospectus",2026,Miquel Noguer i Alonso,SSRN Electronic Journal,H,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/s00006-021-01164-1,10.1007/s00006-021-01164-1,,https://openalex.org/W3201709688,Formalizing Geometric Algebra in Lean,2022,Eric Wieser; Utensil Song,Advances in Applied Clifford Algebras,H,snowball,L1,1,1,,,,,"Lean/formalization, unrelated result",no,,,
,10.1039/d3dd00077j,10.1039/d3dd00077j,,https://openalex.org/W4388722935,Formalizing chemical physics using the Lean theorem prover,2023,Maxwell P. Bobbin; Samiha Sharlin; Parivash Feyzishendi; An Hong Dang; Catherine M. Wraback; Tyler R. Josephson,Digital Discovery,H,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.4230/lipics.itp.2019.15,10.4230/lipics.itp.2019.15,,https://openalex.org/W2978244766,Formalizing the solution to the cap set problem,2019,Sander R. Dahmen; Johannes Hölzl; Robert Y. Lewis,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),H,snowball,L1,1,1,,,,R8,Lean cap set formalization,no,,,
,10.1145/3636501.3636945,10.1145/3636501.3636945,,https://openalex.org/W4390779675,Formalizing the ∞-Categorical Yoneda Lemma,2024,Nikolai Kudasov; Emily Riehl; Jonathan Weinberger,,H,harvest+snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1137/17m1120099,10.1137/17m1120099,,https://openalex.org/W2795507584,Forward-Backward-Half Forward Algorithm for Solving Monotone Inclusions,2018,Luis M. Briceño-Arias; Damek Davis,SIAM Journal on Optimization,D,snowball,L1,1,1,,,,,monotone inclusion algorithm,no,,,
,10.3390/a12020034,10.3390/a12020034,,https://openalex.org/W2754868542,From the Quantum Approximate Optimization Algorithm to a Quantum Alternating Operator Ansatz,2019,Stuart Hadfield; Zhihui Wang; Bryan O’Gorman; Eleanor Rieffel; Davide Venturelli; Rupak Biswas,Algorithms,K,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevlett.86.2699,10.1103/physrevlett.86.2699,,https://openalex.org/W2047724184,From the Quantum Zeno to the Inverse Quantum Zeno Effect,2001,Paolo Facchi; Hiromichi Nakazato; Saverio Pascazio,Physical Review Letters,J,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1016/j.jat.2009.12.007,10.1016/j.jat.2009.12.007,,https://openalex.org/W2072088597,Functions with prescribed best linear approximations,2009,Patrick L. Combettes; Noli N. Reyes,Journal of Approximation Theory,I,snowball,L1,1,1,,,,,best linear approximations,no,,,
,10.1103/physrevlett.110.080501,10.1103/physrevlett.110.080501,,https://openalex.org/W1907064244,Fundamental Bound on the Reliability of Quantum Information Transmission,2013,Naresh Sharma; Naqueeb Ahmad Warsi,Physical Review Letters,K,snowball,L1,1,1,,,,,reliability bound transmission,no,,,
,10.1103/physrevb.98.085155,10.1103/physrevb.98.085155,,https://openalex.org/W2783751034,"Gauge fixing, canonical forms, and optimal truncations in tensor networks with closed loops",2018,Glen Evenbly,Physical review. B./Physical review. B,B,snowball,L2,1,3,1,FULL_TEXT,arXiv:1801.05390 Sect. V (optimal truncation of an internal index),R9,Gauge fixing and single-index optimal truncation in loopy networks (algorithmic); no a priori accumulated error bound or sharp constant.,no,,screening/level2_A.csv,
,10.1103/physrevlett.97.150404,10.1103/physrevlett.97.150404,,https://openalex.org/W2062419763,General Entanglement Scaling Laws from Time Evolution,2006,Jens Eisert; Tobias J. Osborne,Physical Review Letters,M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevlett.123.190501,10.1103/physrevlett.123.190501,,https://openalex.org/W2946158922,General-Purpose Quantum Circuit Simulator with Projected Entangled-Pair States and the Quantum Supremacy Frontier,2019,Chu Guo; Yong Liu; Min Xiong; Shichuan Xue; Xiang Fu; Anqi Huang,Physical Review Letters,B,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1186/s13660-023-03047-4,10.1186/s13660-023-03047-4,,https://openalex.org/W4387903006,Generalized Hyers–Ulam stability of ρ-functional inequalities,2023,Sundas Nawaz; Abdul Bariq; Afshan Batool; Ali Akgül,Journal of Inequalities and Applications,D,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1116/1.5119961,10.1116/1.5119961,,https://openalex.org/W3006095918,Geometric perspective on quantum parameter estimation,2020,Jasminder S. Sidhu; Pieter Kok,AVS Quantum Science,E,harvest,L1,1,1,,,,,quantum information context; no projection-error bound,no,,,
,10.1109/tac.2023.3234016,10.1109/tac.2023.3234016,,https://openalex.org/W3184506730,Graphical Nonlinear System Analysis,2023,Thomas Chaffey; Fulvio Forni; Rodolphe Sepulchre,IEEE Transactions on Automatic Control,D,snowball,L1,1,1,,,,,graphical nonlinear system analysis,no,,,
,10.14288/1.0367781,10.14288/1.0367781,,https://openalex.org/W2806297429,Greed is good : greedy optimization methods for large-scale structured problems,2018,Julie Nutini,cIRcle (University of British Columbia),I,snowball,L1,1,1,,,,,greedy optimization thesis,no,,,
,10.1088/0266-5611/25/11/115017,10.1088/0266-5611/25/11/115017,,https://openalex.org/W2077788007,Greedy solution of ill-posed problems: error bounds and exact inversion,2009,Laurent Denis; Dirk A. Lorenz; Dennis Trede,Inverse Problems,A,snowball,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1007/978-3-032-07021-0_4,10.1007/978-3-032-07021-0_4,,https://openalex.org/W4414892953,Growing Mathlib: maintenance of a large scale mathematical library,2025,Anne Baanen; Matthew R. Ballard; Johan Commelin; Bryan Gin–ge Chen; Michael Rothgang; Damiano Testa,Lecture notes in computer science,H,snowball,L1,1,1,,,,R8,growing mathlib,no,,,
,10.1007/978-3-642-03359-9_4,10.1007/978-3-642-03359-9_4,,https://openalex.org/W1600435877,HOL Light: An Overview,2009,John Harrison,Lecture notes in computer science,H,snowball,L1,1,1,,,,,HOL Light,no,,,
,10.1007/s10444-020-09797-9,10.1007/s10444-020-09797-9,,https://openalex.org/W2805166458,HT-AWGM: a hierarchical Tucker–adaptive wavelet Galerkin method for high-dimensional elliptic problems,2020,Mazen Ali; Karsten Urban,Advances in Computational Mathematics,A,harvest,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1088/1751-8121/aa6dc3,10.1088/1751-8121/aa6dc3,,https://openalex.org/W2293506269,Hand-waving and interpretive dance: an introductory course on tensor networks,2017,Jacob C. Bridgeman; Christopher T. Chubb,Journal of Physics A Mathematical and Theoretical,M,snowball,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,highthresholdfaulttolerantquantumcomputationwithanalogquantumerrorcorrection,,,https://openalex.org/W3099751259,High-Threshold Fault-Tolerant Quantum Computation with Analog Quantum Error Correction,2018,Kosuke Fukui; Akihisa Tomita; Atsushi Okamoto; Keisuke Fujii,Institutional Repositories DataBase (IRDB),K,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevx.8.021054,10.1103/physrevx.8.021054,,https://openalex.org/W2771949961,High-Threshold Fault-Tolerant Quantum Computation with Analog Quantum Error Correction,2018,Kosuke Fukui; Akihisa Tomita; Atsushi Okamoto; Keisuke Fujii,Physical Review X,K,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/978-0-8176-4596-0,10.1007/978-0-8176-4596-0,,https://openalex.org/W603281995,History of Banach Spaces and Linear Operators,2007,Albrecht Pietsch,Birkhäuser Boston eBooks,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.2512.11967,10.48550/arxiv.2512.11967,,https://openalex.org/W4417447044,Holographic Representation of One-Dimensional Many-Body Quantum States via Isometric Tensor Networks,2025,Kaito Kobayashi; Benjamin Sappler; Frank Pollmann,arXiv (Cornell University),A,harvest,L1,1,1,,,,,Holographic isometric tensor network states for many-body physics; broad field background,no,,,
,10.1090/s0025-5718-2010-02378-6,10.1090/s0025-5718-2010-02378-6,,https://openalex.org/W2039934364,How to integrate a polynomial over a simplex,2010,Velleda Baldoni; Nicole Berline; Jesus De Loera; Matthias Köppe; Michèle Vergne,Mathematics of Computation,F,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.22331/q-2021-03-15-410,10.22331/q-2021-03-15-410,,https://openalex.org/W3005044149,Hyper-optimized tensor network contraction,2021,Johnnie Gray; Stefanos Kourtis,Quantum,F,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,implementingmathematicswiththenuprlproofdevelopmentsystem,,,https://openalex.org/W2128057448,Implementing Mathematics with The Nuprl Proof Development System,1986,Robert L. Constable; Stuart F. Allen; H. M. Bromley; W. R. Cleaveland; James F. Cremer; Robert Harper,,H,snowball,L1,1,1,,,,,Nuprl,no,,,
,10.1007/s10013-018-0279-x,10.1007/s10013-018-0279-x,,https://openalex.org/W2793942190,Implicit Error Bounds for Picard Iterations on Hilbert Spaces,2018,D. Lüke; Nguyen Hieu Thao; Matthew K. Tam,Vietnam Journal of Mathematics,I,harvest,L1,1,1,,,,,broad numerical/operator analysis,no,,,
,10.1007/978-1-4939-1037-3,10.1007/978-1-4939-1037-3,,https://openalex.org/W2496276084,Implicit Functions and Solution Mappings,2014,Asen L. Dontchev; R. T. Rockafellar,Springer series in operations research/Springer series in operations research and financial engineering,D,snowball,L1,1,1,,,,,implicit function theory,no,,,
,10.48550/arxiv.2201.11729,10.48550/arxiv.2201.11729,,https://openalex.org/W4221151444,Implicit Regularization in Hierarchical Tensor Factorization and Deep Convolutional Neural Networks,2022,Noam Razin; Asaf Maman; Nadav Cohen,arXiv (Cornell University),F,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,10.3150/07-bej5151,10.3150/07-bej5151,,https://openalex.org/W2053875467,Inequalities for dominated martingales,2007,Adam Osękowski,Bernoulli,D,harvest,L1,1,1,,,,,same broad field only,no,,,
,inequalitiesinrearrangementinvariantfunctionspaces,,,https://openalex.org/W1891635342,Inequalities in rearrangement invariant function spaces,1994,Giorgio Talenti,Czech digital mathematics library,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevb.78.155117,10.1103/physrevb.78.155117,,https://openalex.org/W1550261137,Infinite time-evolving block decimation algorithm beyond unitary evolution,2008,Román Orús; Guifré Vidal,Physical Review B,B,snowball,L1,1,1,,,,R9,tensor network method/application; no error theorem,no,,,
,10.1016/j.aim.2022.108567,10.1016/j.aim.2022.108567,2107.04471,,"Integrability of orthogonal projections, and applications to Furstenberg sets",2022,"Dąbrowski, Damian; Orponen, Tuomas; Villa, Michele",Advances in Mathematics,C,harvest,L1,1,1,,,,,Integrability of orthogonal projections of measures and Furstenberg sets; different sense of projection,no,,,
,10.1007/978-3-662-07964-5,10.1007/978-3-662-07964-5,,https://openalex.org/W1553511155,Interactive Theorem Proving and Program Development,2004,Yves Bertot; Pierre Castéran,Texts in theoretical computer science,H,snowball,L1,1,1,,,,,Coq book,no,,,
,interactivetheoremprovingandprogramdevelopmentcoqartthecalculusofinductiveconstructions,,,https://openalex.org/W1508641834,Interactive theorem proving and program development. Coq'Art: The Calculus of inductive constructions.,2004,Pierre Castéran; Yves Bertot,HAL (Le Centre pour la Communication Scientifique Directe),H,snowball,L1,1,1,,,,,Coq book,no,,,
,10.1016/0024-3795(95)00199-2,10.1016/0024-3795(95)00199-2,,https://openalex.org/W2060493211,Interlacing eigenvalues and graphs,1995,Willem H. Haemers,Linear Algebra and its Applications,D,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.2111.08894,10.48550/arxiv.2111.08894,,https://openalex.org/W4226374459,Introduction to Quantum Error Correction and Fault Tolerance,2021,S. M. Girvin,arXiv (Cornell University),J,harvest,L1,1,1,,,,,same broad field only,no,,,
,introductiontovectorsandtensorsvol1linearandmultilinearalgebra,,,https://openalex.org/W3226127,"Introduction to vectors and tensors, Vol 1: linear and multilinear algebra",1976,Ray M. Bowen; C. C. Wang,OakTrust (Texas A&M University Libraries),D,harvest,L1,1,1,,,,R9,general tensor decomposition/network,no,,,
,isentanglementmonogamous,,,https://openalex.org/W3101747677,Is Entanglement Monogamous?,2003,"Terhal, B M",CERN Document Server (European Organization for Nuclear Research),M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1147/rd.481.0071,10.1147/rd.481.0071,,https://openalex.org/W2002971740,Is entanglement monogamous?,2004,B. M. Terhal,IBM Journal of Research and Development,M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1007/3-540-45949-9,10.1007/3-540-45949-9,,https://openalex.org/W2106192381,Isabelle/HOL: A Proof Assistant for Higher-Order Logic,2002,Tobias Nipkow; Markus Wenzel; Lawrence C. Paulson,"Digital Access to Libraries (Université catholique de Louvain (UCL), l'Université de Namur (UNamur) and the Université Saint-Louis (USL-B))",H,snowball,L1,1,1,,,,,Isabelle/HOL,no,,,
,10.1155/s108533750321201x,10.1155/s108533750321201x,,https://openalex.org/W1987275617,Iterative algorithms with seminorm‐induced oblique projections,2003,Yair Censor; Tommy Elfving,Abstract and Applied Analysis,I,harvest,L1,1,1,,,,,projection algorithm application,no,,,
,10.1016/j.automatica.2014.01.001,10.1016/j.automatica.2014.01.001,,https://openalex.org/W2092766760,"Kernel methods in system identification, machine learning and function estimation: A survey",2014,Gianluigi Pillonetto; Francesco Dinuzzo; Tianshi Chen; Giuseppe De Nicolao; Lennart Ljung,Automatica,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1371/journal.pone.0150171,10.1371/journal.pone.0150171,,https://openalex.org/W2172945660,Koopman Invariant Subspaces and Finite Linear Representations of Nonlinear Dynamical Systems for Control,2016,Steven L. Brunton; Bingni W. Brunton; Joshua L. Proctor; J. Nathan Kutz,PLoS ONE,G,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1007/978-3-319-97478-1_1,10.1007/978-3-319-97478-1_1,,https://openalex.org/W2899538968,Large-Scale and Distributed Optimization: An Introduction,2018,Pontus Giselsson; Anders Rantzer,Lecture notes in mathematics,D,snowball,L1,1,1,,,,,distributed optimization intro,no,,,
,10.48550/arxiv.2406.03847,10.48550/arxiv.2406.03847,,https://openalex.org/W4399454849,Lean Workbook: A large-scale Lean problem set formalized from natural language math problems,2024,"Huaiyuan Ying; Zijian Wu; Yihan Geng; Yuan, Zheng; Dahua Lin; Kai Chen",arXiv (Cornell University),H,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1016/j.scico.2020.102471,10.1016/j.scico.2020.102471,,https://openalex.org/W3019790655,Lean formalization of bounded grids and computable cellular automata defined thereover,2020,František Silváši; Martin Tomášek,Science of Computer Programming,H,harvest,L1,1,1,,,,,same broad field only,no,,,
,leanquantumtowardaiassistedformalizationofquantuminformation,,,https://openalex.org/W7167855737,Lean-Quantum: Toward AI-Assisted Formalization of Quantum Information,2026,Kazumi Kasaura; Kei Tsukamoto; Kento Mori; Risa Mizuno; Takahiro Namatame; Yuta Oriike,arXiv (Cornell University),H,harvest,L1,1,1,,,,,"Lean/formalization, unrelated result",no,,,
,10.48550/arxiv.2607.05492,10.48550/arxiv.2607.05492,,https://openalex.org/W7167723688,Lean-Quantum: Toward AI-Assisted Formalization of Quantum Information,2026,Kazumi Kasaura; Kei Tsukamoto; Kento Mori; Risa Mizuno; Takahiro Namatame; Yuta Oriike,arXiv (Cornell University),H,harvest,L1,1,1,,,,,"Lean/formalization, unrelated result",no,,,
,10.1103/physrevx.12.041018,10.1103/physrevx.12.041018,,https://openalex.org/W4292222267,Learning Feynman Diagrams with Tensor Trains,2022,Y. Núñez-Fernández; Matthieu Jeannin; Philipp T. Dumitrescu; Thomas Kloss; Jason Kaye; Olivier Parcollet,Physical Review X,A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.48550/arxiv.2207.06135,10.48550/arxiv.2207.06135,,https://openalex.org/W4285483583,Learning Feynman Diagrams with Tensor Trains,2022,Y. Núñez-Fernández; Matthieu Jeannin; Philipp T. Dumitrescu; Thomas Kloss; Jason P. Kaye; Olivier Parcollet,arXiv (Cornell University),A,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/isit.2010.5513652,10.1109/isit.2010.5513652,,https://openalex.org/W2145821789,Leftover Hashing against quantum side information,2010,Marco Tomamichel; Renato Renner; Christian Schaffner; Adam Smith,,E,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevlett.97.050401,10.1103/physrevlett.97.050401,,https://openalex.org/W1977658351,Lieb-Robinson Bounds and the Generation of Correlations and Topological Quantum Order,2006,Sergey Bravyi; M. B. Hastings; Frank Verstraete,Physical Review Letters,M,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1007/978-3-319-46128-1_50,10.1007/978-3-319-46128-1_50,,https://openalex.org/W2963248893,Linear Convergence of Gradient and Proximal-Gradient Methods Under the Polyak-Łojasiewicz Condition,2016,Hamed Karimi; Julie Nutini; Mark Schmidt,Lecture notes in computer science,D,snowball,L1,1,1,,,,,PL condition linear convergence,no,,,
,10.1137/21m1450537,10.1137/21m1450537,,https://openalex.org/W3203818101,Linear Convergence of Randomized Kaczmarz Method for Solving Complex-Valued Phaseless Equations,2022,Meng Huang; Yang Wang,SIAM Journal on Imaging Sciences,I,snowball,L1,1,1,,,,,phaseless Kaczmarz convergence,no,,,
,10.1088/1367-2630/12/12/123004,10.1088/1367-2630/12/12/123004,,https://openalex.org/W2046063033,Linking a distance measure of entanglement to its convex roof,2010,Alexander Streltsov; Hermann Kampermann; Dagmar Bruß,New Journal of Physics,E,harvest,L1,1,1,,,,R6,fidelity/purified-distance context,no,,,
,10.1103/physrevlett.93.140402,10.1103/physrevlett.93.140402,,https://openalex.org/W2021447576,Locality in Quantum and Markov Dynamics on Lattices and Networks,2004,M. B. Hastings,Physical Review Letters,M,snowball,L1,1,1,,,,,Lieb-Robinson locality,no,,,
,10.1137/19m1307329,10.1137/19m1307329,,https://openalex.org/W3119498129,Low Rank Pure Quaternion Approximation for Pure Quaternion Matrices,2021,Guang‐Jing Song; Weiyang Ding; Michael K. Ng,SIAM Journal on Matrix Analysis and Applications,I,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1063/5.0050902,10.1063/5.0050902,,https://openalex.org/W3136072377,Low communication high performance ab initio density matrix renormalization group algorithms,2021,Huanchen Zhai; Garnet Kin‐Lic Chan,The Journal of Chemical Physics,M,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tsp.2013.2243442,10.1109/tsp.2013.2243442,,https://openalex.org/W2011768471,Low-Complexity DOA Estimation Based on Compressed MUSIC and Its Performance Analysis,2013,Feng‐Gang Yan; Ming Jin; Xiaolin Qiao,IEEE Transactions on Signal Processing,I,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1103/physrevx.8.011044,10.1103/physrevx.8.011044,,https://openalex.org/W2620582212,Low-Depth Quantum Simulation of Materials,2018,Ryan Babbush; Nathan Wiebe; Jarrod McClean; James McClain; Hartmut Neven; Garnet Kin-Lic Chan,Physical Review X,K,harvest,L1,1,1,,,,,same broad field only,no,,,
,10.1137/130918137,10.1137/130918137,,https://openalex.org/W2068613874,Low-Rank Approximate Inverse for Preconditioning Tensor-Structured Linear Systems,2014,Loïc Giraldi; Anthony Nouy; Grégory Legrain,SIAM Journal on Scientific Computing,A,harvest,L1,1,1,,,,,Greedy low-rank approximate inverse preconditioner in HT format; background,no,,,
,10.1137/100820479,10.1137/100820479,,https://openalex.org/W2042308234,Low-Rank Explicit QTT Representation of the Laplace Operator and Its Inverse,2012,Vladimir Kazeev; Boris N. Khoromskij,SIAM Journal on Matrix Analysis and Applications,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1109/tpami.2023.3341688,10.1109/tpami.2023.3341688,,https://openalex.org/W4389633737,Low-Rank Tensor Function Representation for Multi-Dimensional Data Recovery,2023,Yisi Luo; Xi-Le Zhao; Zhemin Li; Michael K. Ng; Deyu Meng,IEEE Transactions on Pattern Analysis and Machine Intelligence,A,snowball,L1,1,1,,,,,same broad field only,no,,,
,10.1137/100799010,10.1137/100799010,,https://openalex.org/W2088087394,Low-Rank Tensor Krylov Subspace Methods for Parametrized Linear Systems,2011,Daniel Kreßner; Christine Tobler,SIAM Journal on Matrix Analysis and Applications,A,snowball,L1,1,1,,,,,same broad field only,no,,,
