timestamp,database,family,query,request,status,results_total,records_saved,notes
2026-09-14T13:21:17,zbmath,I,rate of convergence method of alternating projections cosine Friedrichs,https://api.zbmath.org/v1/document/_search?search_string=rate+of+convergence+method+of+alternating+projections+cosine+Friedrichs&page=0&results_per_page=25,OK,4,4,
2026-09-14T13:21:17,semanticscholar,I,rate of convergence method of alternating projections cosine Friedrichs,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:19,openalex,J,quantum Zeno effect repeated projective measurements bound,https://api.openalex.org/works?search=quantum+Zeno+effect+repeated+projective+measurements+bound&per-page=25,OK,913,25,
2026-09-14T13:21:19,arxiv,J,quantum Zeno effect repeated projective measurements bound,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:21,zbmath,J,quantum Zeno effect repeated projective measurements bound,https://api.zbmath.org/v1/document/_search?search_string=quantum+Zeno+effect+repeated+projective+measurements+bound&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:21,semanticscholar,J,quantum Zeno effect repeated projective measurements bound,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:23,openalex,J,Zeno dragging error bound projections,https://api.openalex.org/works?search=Zeno+dragging+error+bound+projections&per-page=25,OK,120,25,
2026-09-14T13:21:23,arxiv,J,Zeno dragging error bound projections,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:25,zbmath,J,Zeno dragging error bound projections,https://api.zbmath.org/v1/document/_search?search_string=Zeno+dragging+error+bound+projections&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:25,semanticscholar,J,Zeno dragging error bound projections,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:27,openalex,J,survival probability repeated measurements cosine power,https://api.openalex.org/works?search=survival+probability+repeated+measurements+cosine+power&per-page=25,OK,2324,25,
2026-09-14T13:21:27,arxiv,J,survival probability repeated measurements cosine power,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:29,zbmath,J,survival probability repeated measurements cosine power,https://api.zbmath.org/v1/document/_search?search_string=survival+probability+repeated+measurements+cosine+power&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:29,semanticscholar,J,survival probability repeated measurements cosine power,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:31,openalex,K,hybrid argument quantum query lower bound,https://api.openalex.org/works?search=hybrid+argument+quantum+query+lower+bound&per-page=25,OK,3474,25,
2026-09-14T13:21:31,arxiv,K,hybrid argument quantum query lower bound,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:33,zbmath,K,hybrid argument quantum query lower bound,https://api.zbmath.org/v1/document/_search?search_string=hybrid+argument+quantum+query+lower+bound&page=0&results_per_page=25,OK,1,1,
2026-09-14T13:21:33,semanticscholar,K,hybrid argument quantum query lower bound,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:35,openalex,K,gentle measurement lemma sequential measurements,https://api.openalex.org/works?search=gentle+measurement+lemma+sequential+measurements&per-page=25,OK,804,25,
2026-09-14T13:21:35,arxiv,K,gentle measurement lemma sequential measurements,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:37,zbmath,K,gentle measurement lemma sequential measurements,https://api.zbmath.org/v1/document/_search?search_string=gentle+measurement+lemma+sequential+measurements&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:37,semanticscholar,K,gentle measurement lemma sequential measurements,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:39,openalex,K,error accumulation sequence of quantum channels bound,https://api.openalex.org/works?search=error+accumulation+sequence+of+quantum+channels+bound&per-page=25,OK,11795,25,
2026-09-14T13:21:39,arxiv,K,error accumulation sequence of quantum channels bound,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:41,zbmath,K,error accumulation sequence of quantum channels bound,https://api.zbmath.org/v1/document/_search?search_string=error+accumulation+sequence+of+quantum+channels+bound&page=0&results_per_page=25,OK,1,1,
2026-09-14T13:21:41,semanticscholar,K,error accumulation sequence of quantum channels bound,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:43,openalex,L,numerical range products of contractions disk,https://api.openalex.org/works?search=numerical+range+products+of+contractions+disk&per-page=25,OK,11123,25,
2026-09-14T13:21:43,arxiv,L,numerical range products of contractions disk,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:45,zbmath,L,numerical range products of contractions disk,https://api.zbmath.org/v1/document/_search?search_string=numerical+range+products+of+contractions+disk&page=0&results_per_page=25,OK,1,1,
2026-09-14T13:21:45,semanticscholar,L,numerical range products of contractions disk,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:47,openalex,L,products of operators numerical range bound complex plane,https://api.openalex.org/works?search=products+of+operators+numerical+range+bound+complex+plane&per-page=25,OK,69702,25,
2026-09-14T13:21:47,arxiv,L,products of operators numerical range bound complex plane,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:49,zbmath,L,products of operators numerical range bound complex plane,https://api.zbmath.org/v1/document/_search?search_string=products+of+operators+numerical+range+bound+complex+plane&page=0&results_per_page=25,OK,1,1,
2026-09-14T13:21:49,semanticscholar,L,products of operators numerical range bound complex plane,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:51,openalex,M,DMRG truncation error accumulation discarded weight,https://api.openalex.org/works?search=DMRG+truncation+error+accumulation+discarded+weight&per-page=25,OK,55,25,
2026-09-14T13:21:51,arxiv,M,DMRG truncation error accumulation discarded weight,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:53,zbmath,M,DMRG truncation error accumulation discarded weight,https://api.zbmath.org/v1/document/_search?search_string=DMRG+truncation+error+accumulation+discarded+weight&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:53,semanticscholar,M,DMRG truncation error accumulation discarded weight,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:55,openalex,M,matrix product state truncation error bound sequential SVD,https://api.openalex.org/works?search=matrix+product+state+truncation+error+bound+sequential+SVD&per-page=25,OK,2765,25,
2026-09-14T13:21:55,arxiv,M,matrix product state truncation error bound sequential SVD,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:21:57,zbmath,M,matrix product state truncation error bound sequential SVD,https://api.zbmath.org/v1/document/_search?search_string=matrix+product+state+truncation+error+bound+sequential+SVD&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:21:57,semanticscholar,M,matrix product state truncation error bound sequential SVD,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:21:59,openalex,N,layerwise pruning error propagation bound deep network,https://api.openalex.org/works?search=layerwise+pruning+error+propagation+bound+deep+network&per-page=25,OK,468,25,
2026-09-14T13:21:59,arxiv,N,layerwise pruning error propagation bound deep network,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:22:00,zbmath,N,layerwise pruning error propagation bound deep network,https://api.zbmath.org/v1/document/_search?search_string=layerwise+pruning+error+propagation+bound+deep+network&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:22:00,semanticscholar,N,layerwise pruning error propagation bound deep network,,SKIPPED,,0,rate limited earlier in this run
2026-09-14T13:22:02,openalex,N,compounding approximation error layers Lipschitz quantization bound,https://api.openalex.org/works?search=compounding+approximation+error+layers+Lipschitz+quantization+bound&per-page=25,OK,215,25,
2026-09-14T13:22:02,arxiv,N,compounding approximation error layers Lipschitz quantization bound,,SKIPPED,,0,arXiv API rate limited (HTTP 429) earlier in this run; preprints covered via OpenAlex
2026-09-14T13:22:04,zbmath,N,compounding approximation error layers Lipschitz quantization bound,https://api.zbmath.org/v1/document/_search?search_string=compounding+approximation+error+layers+Lipschitz+quantization+bound&page=0&results_per_page=25,OK,0,0,no results (HTTP 404 from zbMATH)
2026-09-14T13:22:04,semanticscholar,N,compounding approximation error layers Lipschitz quantization bound,,SKIPPED,,0,rate limited earlier in this run
