key,score,red_flag,n_families,families,sources,title,year,authors,venue,doi,arxiv,openalex,zbmath,msc,cited_by,abstract
10.25675/3.021826,2,False,2,F;N,openalex,Protein interface prediction using graph convolutional networks,2017,"Alex Fout; Asa Ben‐Hur; Anderson, Chuck; Chitsaz, Hamidreza; Zhou, Wen",Digital Collections of Colorado (Colorado State University),10.25675/3.021826,,https://openalex.org/W2751808960,,,565,"Proteins play a critical role in processes both within and between cells, through their interactions with each other and other molecules. Proteins interact via an interface forming a protein complex, which is difficult, expensive, and time consuming to determine experimentally, giving rise to computational approaches. These computational approaches utilize known electrochemical properties of protein amino acid residues in order to predict if they are a part of an interface or not. Prediction can occur in a partner independent fashion, where amino acid residues are considered independently of their neighbor, or in a partner specific fashion, where pairs of potentially interacting residues are considered together. Ultimately, prediction of protein interfaces can help illuminate cellular biology, improve our understanding of diseases, and aide pharmaceutical research. Interface prediction has historically been performed with a variety of methods, to include docking, template matching, and more recently, machine learning approaches. The field of machine learning has undergone a revolution of sorts with the emergence of convolutional neural networks as the leading method of choice for a wide swath of tasks. Enabled by large quantities of data and the increasing power and availability of computing resources, convolutional neural networks efficiently detect patterns in grid structured data and generate hierarchical representations that prove useful for many types of problems. This success has motivated the work presented in this thesis, which seeks to improve upon state of the art interface prediction methods by incorporating concepts from convolutional neural networks. Proteins are inherently irregular, so they don't easily conform to a grid structure, whereas a graph representation is much more natural. Various convolution operations have been proposed for graph data, each geared towards a particular application. We adapted these convolutions for use in interface predict"
10.1137/130916138,2,False,2,G;M,openalex,Active Subspace Methods in Theory and Practice: Applications to Kriging Surfaces,2014,Paul G. Constantine; Eric Dow; Qiqi Wang,SIAM Journal on Scientific Computing,10.1137/130916138,,https://openalex.org/W2053469438,,,503,"Many multivariate functions in engineering models vary primarily along a few directions in the space of input parameters. When these directions correspond to coordinate directions, one may apply global sensitivity measures to determine the most influential parameters. However, these methods perform poorly when the directions of variability are not aligned with the natural coordinates of the input space. We present a method to first detect the directions of the strongest variability using evaluations of the gradient and subsequently exploit these directions to construct a response surface on a low-dimensional subspace---i.e., the active subspace---of the inputs. We develop a theoretical framework with error bounds, and we link the theoretical quantities to the parameters of a kriging response surface on the active subspace. We apply the method to an elliptic PDE model with coefficients parameterized by 100 Gaussian random variables and compare it with a local sensitivity analysis method for dimension reduction."
10.1007/s10444-020-09797-9,2,False,1,A,openalex,HT-AWGM: a hierarchical Tucker–adaptive wavelet Galerkin method for high-dimensional elliptic problems,2020,Mazen Ali; Karsten Urban,Advances in Computational Mathematics,10.1007/s10444-020-09797-9,,https://openalex.org/W2805166458,,,2,
10.1109/dsn.2018.00039,2,False,1,A,openalex,Efficient Transient Analysis of a Class of Compositional Fluid Stochastic Petri Nets,2018,Peter Buchholz; Tuǧrul Dayar,,10.1109/dsn.2018.00039,,https://openalex.org/W2883956444,,,1,"Fluid Stochastic Petri Nets (FSPNs) which have discrete and continuous places are an established model class to describe and analyze several dependability problems for computer systems, software architectures or critical infrastructures. Unfortunately, their analysis is faced with the curse of dimensionality resulting in very large systems of differential equations for a sufficiently accurate analysis. This contribution introduces a class of FSPNs with a compositional structure and shows how the underlying stochastic process can be described by a set of coupled partial differential equations. Using semi discretization, a set of linear ordinary differential equations is generated which can be described by a (hierarchical) sum of Kronecker products. Based on this compact representation of the transition matrix, a numerical solution approach is applied which also represents transient solution vectors in compact form using the recently developed concept of a Hierarchical Tucker Decomposition. The applicability of the approach is presented in a case study analyzing a degrading software system with rejuvenation, restart, and replication."
10.1088/1361-648x/aa8f79,2,False,1,A,openalex,Advanced capabilities for materials modelling with Q uantum ESPRESSO,2017,P Giannozzi; O Andreussi; T Brumme; O Bunau; M Buongiorno Nardelli; M Calandra,Journal of Physics Condensed Matter,10.1088/1361-648x/aa8f79,,https://openalex.org/W2757803490,,,7788,"Quantum EXPRESSO is an integrated suite of open-source computer codes for quantum simulations of materials using state-of-the-art electronic-structure techniques, based on density-functional theory, density-functional perturbation theory, and many-body perturbation theory, within the plane-wave pseudopotential and projector-augmented-wave approaches. Quantum EXPRESSO owes its popularity to the wide variety of properties and processes it allows to simulate, to its performance on an increasingly broad array of hardware architectures, and to a community of researchers that rely on its capabilities as a core open-source development platform to implement their ideas. In this paper we describe recent extensions and improvements, covering new methodologies and property calculators, improved parallelization, code modularization, and extended interoperability both within the distribution and with external software."
10.1002/nme.7423,2,False,1,A,openalex,Imposing different boundary conditions for thermal computational homogenization problems with FFT‐ and tensor‐train‐based Green's operator methods,2024,Lennart Risthaus; Matti Schneider,International Journal for Numerical Methods in Engineering,10.1002/nme.7423,,https://openalex.org/W4390664924,,,21,"Abstract To compute the effective properties of random heterogeneous materials, a number of different boundary conditions are used to define the apparent properties on cells of finite size. Typically, depending on the specific boundary condition, different numerical methods are used. The article at hand provides a unified framework for Lippmann–Schwinger solvers in thermal conductivity and Dirichlet (prescribed temperature), Neumann (prescribed normal heat flux) as well as periodic boundary conditions. We focus on the explicit jump finite‐difference discretization and discuss different techniques for computing the discrete Green's operator. These include Fourier‐type methods, that is, based on discrete sine, cosine and Fourier transformations, as well as low‐rank tensor methods, that is, the tensor‐train approximation, whose computational prowess was demonstrated recently. We use the developed computational technology to investigate a number of interesting random materials and assess different microstructure‐generation techniques in terms of their compatibility with the prescribed boundary conditions."
10.1007/s00466-022-02261-z,2,False,1,A,openalex,Numerical upscaling of parametric microstructures in a possibilistic uncertainty framework with tensor trains,2022,Martin Eigel; Robert Gruhlke; Dieter Moser; Lars Grasedyck,Computational Mechanics,10.1007/s00466-022-02261-z,,https://openalex.org/W4313256501,,,1,"Abstract A fuzzy arithmetic framework for the efficient possibilistic propagation of shape uncertainties based on a novel fuzzy edge detection method is introduced. The shape uncertainties stem from a blurred image that encodes the distribution of two phases in a composite material. The proposed framework employs computational homogenisation to upscale the shape uncertainty to a effective material with fuzzy material properties. For this, many samples of a linear elasticity problem have to be computed, which is significantly sped up by a highly accurate low-rank tensor surrogate. To ensure the continuity of the underlying mapping from shape parametrisation to the upscaled material behaviour, a diffeomorphism is constructed by generating an appropriate family of meshes via transformation of a reference mesh. The shape uncertainty is then propagated to measure the distance of the upscaled material to the isotropic and orthotropic material class. Finally, the fuzzy effective material is used to compute bounds for the average displacement of a non-homogenized material with uncertain star-shaped inclusion shapes."
10.48550/arxiv.2302.03568,2,False,1,A,openalex,Quantum dynamics of coupled excitons and phonons in chain-like systems: tensor train approaches and higher-order propagators,2023,Patrick Gelß; Sebastian Matera; Rupert Klein; Burkhard Schmidt,arXiv (Cornell University),10.48550/arxiv.2302.03568,,https://openalex.org/W4319653990,,,1,"We investigate tensor-train approaches to the solution of the time-dependent Schrödinger equation for chain-like quantum systems with on-site and nearest-neighbor interactions only. Using efficient low-rank tensor train representations, we aim at reducing memory consumption and computational costs. As an example, coupled excitons and phonons modeled in terms of Fröhlich-Holstein type Hamiltonians are studied here. By comparing our tensor-train based results with semi-analytical results, we demonstrate the key role of the ranks of the quantum state vectors. Typically, an excellent quality of the solutions is found only when the maximum number of ranks exceeds a certain value. One class of propagation schemes builds on splitting the Hamiltonian into two groups of interleaved nearest-neighbor interactions commutating within each of the groups. In particular, the 4-th order Yoshida-Neri and the 8-th order Kahan-Li symplectic composition yield results close to machine precision. Similar results are found for 4-th and 8-th order global Krylov scheme. However, the computational effort currently restricts the use of these four propagators to rather short chains which also applies to propagators based on the time-dependent variational principle, typically used for matrix product states. Yet another class of propagators involves explicit, time-symmetrized Euler integrators. Especially the 4-th order variant is recommended for quantum simulations of longer chains, even though the high precision of the splitting schemes cannot be reached. Moreover, the scaling of the computational effort with the dimensions of the local Hilbert spaces is much more favorable for the differencing than for splitting or variational schemes."
10.3390/app10082808,2,False,1,A,openalex,Application of the Terrestrial Laser Scanning in Slope Deformation Monitoring: Taking a Highway Slope as an Example,2020,Chao Yin; Haoran Li; Zhinan Hu; Ying Li,Applied Sciences,10.3390/app10082808,,https://openalex.org/W3020632263,,,17,"Slope deformation monitoring is the prerequisite for disaster risk assessment and engineering control. Terrestrial laser scanning (TLS) is highly applicable to this field. Coarse registration method of point cloud based on scale-invariant feature transform (SIFT) feature points and fine registration method based on the k-dimensional tree (K-D tree) improved iterative closest point (ICP) algorithm were proposed. The results show that they were superior to other algorithms (such as speeded-up robust features (SURF) feature points, Harris feature points, and Levenberg-Marquardt (LM) improved ICP algorithm) when taking the Stanford Bunny as an example, and had high applicability in coarse and fine registration. In order to integrate the advantages of point measurement and surface measurement, an improved point cloud comparison method was proposed and the optimal model parameters were determined through model tests. A case study was conducted on the left side of the K146 + 150 point at S236 Boshan section, Shandong Province, and research results show that from 14 August 2018 and 9 November 2019, the overall deformation of the slope was small with a maximum value of 0.183 m, and the slope will continue to maintain a stable state without special inducing factors such as earthquake, heavy rainfall and artificial excavation."
10.48550/arxiv.2004.01571,2,False,1,A,openalex,Tree-AMP: Compositional Inference with Tree Approximate Message Passing,2020,Antoine Baker; Benjamin Aubin; Florent Krząkała; Lenka Zdeborová,Infoscience (Ecole Polytechnique Fédérale de Lausanne),10.48550/arxiv.2004.01571,,https://openalex.org/W4206895473,,,1,"We introduce Tree-AMP, standing for Tree Approximate Message Passing, a python package for compositional inference in high-dimensional tree-structured models. The package provides a unifying framework to study several approximate message passing algorithms previously derived for a variety of machine learning tasks such as generalized linear models, inference in multi-layer networks, matrix factorization, and reconstruction using non-separable penalties. For some models, the asymptotic performance of the algorithm can be theoretically predicted by the state evolution, and the measurements entropy estimated by the free entropy formalism. The implementation is modular by design: each module, which implements a factor, can be composed at will with other modules to solve complex inference tasks. The user only needs to declare the factor graph of the model: the inference algorithm, state evolution and entropy estimation are fully automated."
10.1007/s10915-022-01868-x,2,False,1,A,openalex,Adaptive Integration of Nonlinear Evolution Equations on Tensor Manifolds,2022,Abram Rodgers; Alec Dektor; Daniele Venturi,Journal of Scientific Computing,10.1007/s10915-022-01868-x,,https://openalex.org/W3152491702,,,18,"Abstract We develop new adaptive algorithms for temporal integration of nonlinear evolution equations on tensor manifolds. These algorithms, which we call step-truncation methods, are based on performing one time step with a conventional time-stepping scheme, followed by a truncation operation onto a tensor manifold. By selecting the rank of the tensor manifold adaptively to satisfy stability and accuracy requirements, we prove convergence of a wide range of step-truncation methods, including explicit one-step and multi-step methods. These methods are very easy to implement as they rely only on arithmetic operations between tensors, which can be performed by efficient and scalable parallel algorithms. Adaptive step-truncation methods can be used to compute numerical solutions of high-dimensional PDEs, which, have become central to many new areas of application such optimal mass transport, random dynamical systems, and mean field optimal control. Numerical applications are presented and discussed for a Fokker-Planck equation with spatially dependent drift on a flat torus of dimension two and four."
10.1088/1367-2630/12/2/025007,2,False,1,A,openalex,Entanglement renormalization in free bosonic systems: real-space versus momentum-space renormalization group transforms,2010,Glen Evenbly; Guifré Vidal,New Journal of Physics,10.1088/1367-2630/12/2/025007,,https://openalex.org/W1984300077,,,49,"The ability of entanglement renormalization (ER) to generate a proper real-space renormalization group (RG) flow in extended quantum systems is analyzed in the setting of harmonic lattice systems in D =1 and 2 spatial dimensions. A conceptual overview of the steps involved in momentum-space RG is provided and contrasted against the equivalent steps in the real-space setting. The real-space RG flow, as generated by ER, is compared against the exact results from momentum-space RG, including an investigation of a critical fixed point and the effect of relevant and irrelevant perturbations."
10.1103/physrevresearch.5.033141,2,False,1,A,openalex,Quantum-classical eigensolver using multiscale entanglement renormalization,2023,Qiang Miao; Thomas Barthel,Physical Review Research,10.1103/physrevresearch.5.033141,,https://openalex.org/W4386284671,,,17,"We propose a variational quantum eigensolver (VQE) for the simulation of strongly correlated quantum matter based on a multiscale entanglement renormalization ansatz (MERA) and gradient-based optimization. This MERA quantum eigensolver can have substantially lower computation costs than corresponding classical algorithms. Due to its narrow causal cone, the algorithm can be implemented on noisy intermediate-scale quantum (NISQ) devices and still describe large systems. It is particularly attractive for ion-trap devices with ion-shuttling capabilities. The number of required qubits is system-size independent and increases only to a logarithmic scaling when using quantum amplitude estimation to speed up gradient evaluations. Translation invariance can be used to make computation costs square-logarithmic in the system size and describe the thermodynamic limit. We demonstrate the approach numerically for a MERA with Trotterized disentanglers and isometries. With a few Trotter steps, one recovers the accuracy of the full MERA."
10.48550/arxiv.1705.01598,2,False,1,A,openalex,cuTT: A High-Performance Tensor Transpose Library for CUDA Compatible\n GPUs,2017,Antti‐Pekka Hynninen; Dmitry I. Lyakh,arXiv (Cornell University),10.48550/arxiv.1705.01598,,https://openalex.org/W4293777437,,,13,"We introduce the CUDA Tensor Transpose (cuTT) library that implements\nhigh-performance tensor transposes for NVIDIA GPUs with Kepler and above\narchitectures. cuTT achieves high performance by (a) utilizing two\nGPU-optimized transpose algorithms that both use a shared memory buffer in\norder to reduce global memory access scatter, and by (b) computing memory\npositions of tensor elements using a thread-parallel algorithm. We evaluate the\nperformance of cuTT on a variety of benchmarks with tensor ranks ranging from 2\nto 12 and show that cuTT performance is independent of the tensor rank and that\nit performs no worse than an approach based on code generation. We develop a\nheuristic scheme for choosing the optimal parameters for tensor transpose\nalgorithms by implementing an analytical GPU performance model that can be used\nat runtime without need for performance measurements or profiling. Finally, by\nintegrating cuTT into the tensor algebra library TAL-SH, we significantly\nreduce the tensor transpose overhead in tensor contractions, achieving as low\nas just one percent overhead for arithmetically intensive tensor contractions.\n"
10.31083/j.fbl2704128,2,False,1,A,openalex,Recruitment: A Problem of Entangled Temporal Parts,2022,Gustavo Caetano‐Anollés; M. Fayez Aziz; Fizza Mughal; İbrahim Koç; Kelsey Caetano-Anollés; Derek Caetano-Anollés,Frontiers in Bioscience-Landmark,10.31083/j.fbl2704128,,https://openalex.org/W4224228352,,,9,"Recruitment is a pervasive activity of life that is at the center of novelty generation and persistence. Without recruitment, novelties cannot spread and biological systems cannot maintain identity through time. Here we explore the problem of identity and change unfolding in space and time. We illustrate recruitment operating at different timescales with metabolic networks, protein domain makeup, the functionome, and the rise of viral 'variants of concern' during the coronavirus disease 2019 (COVID-19) pandemic. We define persistence within a framework of fluxes of matter-energy and information and signal processing in response to internal and external challenges. A 'triangle of persistence' describing reuse, innovation and stasis defines a useful polytope in a phase space of trade-offs between economy, flexibility and robustness. We illustrate how the concept of temporal parts embraced by the perdurantist school provides a processual 4-dimensional 'worm' view of biology that is historical and atemporal. This view is made explicit with chronologies and evolving networks inferred with phylogenomic methodologies. Exploring the origin and evolution of the ribosome reveals recruitment of helical segments and/or large fragments of interacting rRNA molecules in a unification process of accretion that is counteracted by diversification. A biphasic (bow-tie) theory of module generation models this frustrated dynamics. Finally, we further elaborate on a theory of entanglement that takes advantage of the dimensionality reduction offered by holographic principles to propose that short and long-distance interactions are responsible for the increasingly granular and tangled structure of biological systems."
10.1021/acs.chemrev.3c00189,2,False,1,B,openalex,Machine Learning Methods for Small Data Challenges in Molecular Science,2023,Bozheng Dou; Zailiang Zhu; Ekaterina Merkurjev; Ke Lü; Long Chen; Jiang Jian,Chemical Reviews,10.1021/acs.chemrev.3c00189,,https://openalex.org/W4382516982,,,497,"Small data are often used in scientific and engineering research due to the presence of various constraints, such as time, cost, ethics, privacy, security, and technical limitations in data acquisition. However, big data have been the focus for the past decade, small data and their challenges have received little attention, even though they are technically more severe in machine learning (ML) and deep learning (DL) studies. Overall, the small data challenge is often compounded by issues, such as data diversity, imputation, noise, imbalance, and high-dimensionality. Fortunately, the current big data era is characterized by technological breakthroughs in ML, DL, and artificial intelligence (AI), which enable data-driven scientific discovery, and many advanced ML and DL technologies developed for big data have inadvertently provided solutions for small data problems. As a result, significant progress has been made in ML and DL for small data challenges in the past decade. In this review, we summarize and analyze several emerging potential solutions to small data challenges in molecular science, including chemical and biological sciences. We review both basic machine learning algorithms, such as linear regression, logistic regression (LR), k -nearest neighbor (KNN), support vector machine (SVM), kernel learning (KL), random forest (RF), and gradient boosting trees (GBT), and more advanced techniques, including artificial neural network (ANN), convolutional neural network (CNN), U-Net, graph neural network (GNN), Generative Adversarial Network (GAN), long short-term memory (LSTM), autoencoder, transformer, transfer learning, active learning, graph-based semi-supervised learning, combining deep learning with traditional machine learning, and physical model-based data augmentation. We also briefly discuss the latest advances in these methods. Finally, we conclude the survey with a discussion of promising trends in small data challenges in molecular science."
10.1038/s41598-021-83269-y,2,False,1,B,openalex,Molecular function recognition by supervised projection pursuit machine learning,2021,Tyler Grear; Chris Avery; John A. Patterson; Donald J. Jacobs,Scientific Reports,10.1038/s41598-021-83269-y,,https://openalex.org/W3131879928,,,14,"Identifying mechanisms that control molecular function is a significant challenge in pharmaceutical science and molecular engineering. Here, we present a novel projection pursuit recurrent neural network to identify functional mechanisms in the context of iterative supervised machine learning for discovery-based design optimization. Molecular function recognition is achieved by pairing experiments that categorize systems with digital twin molecular dynamics simulations to generate working hypotheses. Feature extraction decomposes emergent properties of a system into a complete set of basis vectors. Feature selection requires signal-to-noise, statistical significance, and clustering quality to concurrently surpass acceptance levels. Formulated as a multivariate description of differences and similarities between systems, the data-driven working hypothesis is refined by analyzing new systems prioritized by a discovery-likelihood. Utility and generality are demonstrated on several benchmarks, including the elucidation of antibiotic resistance in TEM-52 beta-lactamase. The software is freely available, enabling turnkey analysis of massive data streams found in computational biology and material science."
10.3390/math13030451,2,False,1,B,openalex,"Understanding Machine Learning Principles: Learning, Inference, Generalization, and Computational Learning Theory",2025,Ke-Lin Du; Rengong Zhang; Bingchun Jiang; Jie Zeng; Jiabin Lu,Mathematics,10.3390/math13030451,,https://openalex.org/W4406932322,,,24,"Machine learning has become indispensable across various domains, yet understanding its theoretical underpinnings remains challenging for many practitioners and researchers. Despite the availability of numerous resources, there is a need for a cohesive tutorial that integrates foundational principles with state-of-the-art theories. This paper addresses the fundamental concepts and theories of machine learning, with an emphasis on neural networks, serving as both a foundational exploration and a tutorial. It begins by introducing essential concepts in machine learning, including various learning and inference methods, followed by criterion functions, robust learning, discussions on learning and generalization, model selection, bias–variance trade-off, and the role of neural networks as universal approximators. Subsequently, the paper delves into computational learning theory, with probably approximately correct (PAC) learning theory forming its cornerstone. Key concepts such as the VC-dimension, Rademacher complexity, and empirical risk minimization principle are introduced as tools for establishing generalization error bounds in trained models. The fundamental theorem of learning theory establishes the relationship between PAC learnability, Vapnik–Chervonenkis (VC)-dimension, and the empirical risk minimization principle. Additionally, the paper discusses the no-free-lunch theorem, another pivotal result in computational learning theory. By laying a rigorous theoretical foundation, this paper provides a comprehensive tutorial for understanding the principles underpinning machine learning."
10.5772/61471,2,False,1,B,openalex,"Face Recognition - Semisupervised Classification, Subspace Projection and Evaluation Methods",2016,S. Ramakrishnan,InTech eBooks,10.5772/61471,,https://openalex.org/W2495332154,,,16,"Pattern recognition has gained significant attention due to the rapid explosion of internet- and mobile-based applications. Among the various pattern recognition applications, face recognition is always being the center of attraction. With so much of unlabeled face images being captured and made available on internet (particularly on social media), conventional supervised means of classifying face images become challenging. This clearly warrants for semi-supervised classification and subspace projection. Another important concern in face recognition system is the proper and stringent evaluation of its capability. This book is edited keeping all these factors in mind. This book is composed of five chapters covering introduction, overview, semi-supervised classification, subspace projection, and evaluation techniques."
10.7900/jot.2017dec22.2179,2,False,1,B,openalex,Effective perturbation theory for simple isolated eigenvalues of linear operators,2018,Benoît Kloeckner,Journal of Operator Theory,10.7900/jot.2017dec22.2179,,https://openalex.org/W4293576131,,,14,"We propose a new approach to the spectral theory of perturbed linear operators in the case of a simple isolated eigenvalue. We obtain two kinds of results: ``radius bounds'' which ensure perturbation theory applies for perturbations up to an explicit size, and ``regularity bounds'' which control the variations of eigendata to any order. Our method is based on the implicit function theorem and proceeds by establishing differential inequalities on two natural quantities: the norm of the projection to the eigendirection, and the norm of the reduced resolvent. We obtain completely explicit results without any assumption on the underlying Banach space. In companion articles, on the one hand we apply the regularity bounds to Markov chains, obtaining non-asymptotic concentration and Berry-Esseen inequalities with explicit constants, and on the other hand we apply the radius bounds to transfer operators of intermittent maps, obtaining explicit high-temperature regimes where a spectral gap occurs."
10.1371/journal.pcbi.1008971,2,False,1,B,openalex,"Analogous computations in working memory input, output and motor gating: Electrophysiological and computational modeling evidence",2021,Rachel Rac-Lubashevsky; Michael J. Frank,PLoS Computational Biology,10.1371/journal.pcbi.1008971,,https://openalex.org/W3169547644,,,52,"Adaptive cognitive-control involves a hierarchical cortico-striatal gating system that supports selective updating, maintenance, and retrieval of useful cognitive and motor information. Here, we developed a task that independently manipulates selective gating operations into working-memory (input gating), from working-memory (output gating), and of responses (motor gating) and tested the neural dynamics and computational principles that support them. Increases in gating demands, captured by gate switches, were expressed by distinct EEG correlates at each gating level that evolved dynamically in partially overlapping time windows. Further, categorical representations of specific maintained items and of motor responses could be decoded from EEG when the corresponding gate was switching, thereby linking gating operations to prioritization. Finally, gate switching at all levels was related to increases in the motor decision threshold as quantified by the drift diffusion model. Together these results support the notion that cognitive gating operations scaffold on top of mechanisms involved in motor gating."
10.2140/jomms.2007.2.1019,2,False,1,B,openalex,"Hierarchical chemo-nanomechanics of proteins: entropic elasticity, protein unfolding and molecular fracture",2007,Markus J. Buehler,Journal of mechanics of materials and structures,10.2140/jomms.2007.2.1019,,https://openalex.org/W2052216401,,,32,"Proteins are an integral part of nature's material design.Here we apply multiscale modeling capable of providing a bottom-up description of the nanomechanics of chemically complex protein materials under large deformation and fracture.To describe the formation and breaking of chemical bonds of different character, we use a new reactive force field approach that enables us to describe the unfolding dynamics while considering the breaking and formation of chemical bonds in systems that are comprised of several thousand atoms.We particularly focus on the relationship between secondary and tertiary protein structures and the mechanical properties of molecules under large deformation and fracture.Our research strategy is to systematically investigate the nanomechanics of three protein structures with increasing complexity, involving alpha helices, random coils and beta sheets.The model systems include an alpha helical protein from human vimentin, a small protein α-conotoxin PnIB from conus pennaceus, and lysozyme, an enzyme that catalyzes breaking of glycosidic bonds.We find that globular proteins can feature extremely long unfolding paths of several tens of nanometers, displaying a characteristic sawtooth shape of the force-displacement curve.Our results suggest that the presence of disulfide crosslinks can significantly influence the mechanics of unfolding.Fibrillar proteins show shorter unfolding paths and continuous increase of forces until molecular rupture occurs.In the last part of the article we outline how a mesoscale representation of the alpha helical protein structure can be developed within the framework of hierarchical multiscale modeling, utilizing the results of atomistic modeling, without relying on empirical parameters.We apply this model to describe the competition between entropic and energetic elasticity in the mechanics of a single alpha helical protein molecule, at long time scales reaching several microseconds.We conclude with a discussion of hybr"
topicsinsparseapproximation,2,False,1,B,openalex,Topics in sparse approximation,2004,Joel A. Tropp,Texas ScholarWorks (Texas Digital Library),,,https://openalex.org/W1904809838,,,126,"Sparse approximation problems request a good approximation of an input signal as a linear combination of elementary signals, yet they stipulate that the approximation may involve only a few of the elementary signals. This class of problems arises throughout applied mathematics, statistics, and electrical engineering, but small theoretical progress has been made over the last fifty years. This dissertation offers four main contributions to the theory of sparse approximation. The first two contributions concern the analysis of two types of numerical algorithms for sparse approximation: greedy methods and convex relaxation methods. Greedy methods make a sequence of locally optimal choices in an effort to obtain a globally optimal solution. Convex relaxation methods replace the combinatorial sparse approximation problem with a related convex optimization in hope that their solutions will coincide. This work delineates conditions under which greedy methods and convex relaxation methods actually succeed in solving a well-defined sparse approximation problem in part or in full. The conditions for both classes of algorithms are remarkably similar, in spite of the fact that the two analyses differ significantly. The study of these algorithms yields geometric conditions on the collection of elementary signals which ensure that sparse approximation problems are computationally tractable. One may interpret these conditions as a requirement that the elementary signals should form a good packing of points in projective space. The third contribution of this work is an alternating projection algorithm that can produce good packings of points in projective space. The output of this algorithm frequently matches the best recorded solutions of projective packing problems. It can also address many related packing problems that have never been studied numerically. Finally, the dissertation develops a novel connection between sparse approximation problems and clustering problems. This per"
10.1186/s40323-016-0060-1,2,False,1,B,openalex,Recursive POD expansion for reaction-diffusion equation,2016,Mejdi Azaïez; Faker Ben Belgacem; Tomás Chacón Rebollo,Advanced Modeling and Simulation in Engineering Sciences,10.1186/s40323-016-0060-1,,https://openalex.org/W2294031079,,,5,"This paper focuses on the low-dimensional representation of multivariate functions. We study a recursive POD representation, based upon the use of the power iterate algorithm to recursively expand the modes retained in the previous step. We obtain general error estimates for the truncated expansion, and prove that the recursive POD representation provides a quasi-optimal approximation in $$L^2$$ norm. We also prove an exponential rate of convergence, when applied to the solution of the reaction-diffusion partial differential equation. Some relevant numerical experiments show that the recursive POD is computationally more accurate than the Proper Generalized Decomposition for multivariate functions. We also recover the theoretical exponential convergence rate for the solution of the reaction-diffusion equation."
10.22028/d291-25990,2,False,1,B,openalex,Real root isolation for exact and approximate polynomials using descartes' rule of signs,2008,Arno Eigenwillig,Max Planck Institute for Plasma Physics,10.22028/d291-25990,,https://openalex.org/W1511166374,,,56,"Collins und Akritas (1976) have described the Descartes method for isolating the real roots of an integer polynomial in one variable. This method recursively subdivides an initial interval until Descartes' Rule of Signs indicates that all roots have been isolated. The partial converse of Descartes' Rule by Obreshkoff (1952) in conjunction with the bound of Mahler (1964) and Davenport (1985) leads us to an asymptotically almost tight bound for the resulting subdivision tree. It implies directly the best known complexity bounds for the equivalent forms of the Descartes method in the power basis (Collins/Akritas, 1976), the Bernstein basis (Lane/Riesenfeld, 1981) and the scaled Bernstein basis (Johnson, 1991), which are presented here in a unified fashion. Without losing correctness of the output, we modify the Descartes method such that it can handle bitstream coefficients, which can be approximated arbitrarily well but cannot be determined exactly. We analyze the computing time and precision requirements. The method described elsewhere by the author together with Kerber/Wolpert (2007) and Kerber (2008) to determine the arrangement of plane algebraic curves rests in an essential way on variants of the bitstream Descartes algorithm; we analyze a central part of it. 
Collins und Akritas (1976) haben das Descartes-Verfahren zur Einschliesung der reellen Nullstellen eines ganzzahligen Polynoms in einer Veranderlichen angegeben. Das Verfahren unterteilt rekursiv ein Ausgangsintervall, bis die Descartes'sche Vorzeichenregel anzeigt, dass alle Nullstellen getrennt worden sind. Die partielle Umkehrung der Descartes'schen Regel nach Obreschkoff (1952) in Verbindung mit der Schranke von Mahler (1964) und Davenport (1985) fuhrt uns auf eine asymptotisch fast scharfe Schranke fur den sich ergebenden Unterteilungsbaum. Daraus folgen direkt die besten bekannten Komplexitatsschranken fur die aquivalenten Formen des Descartes-Verfahrens in der Monom-Basis (Collins/Akritas, 1976), der"
10.1145/2491533.2491549,2,False,1,B,openalex,Guest column,2013,Dorit Aharonov; Itai Arad; Thomas Vidick,ACM SIGACT News,10.1145/2491533.2491549,,https://openalex.org/W2146443256,,,108,"The classical PCP theorem is arguably the most important achievement of classical complexity theory in the past quarter century. In recent years, researchers in quantum computational complexity have tried to identify approaches and develop tools that address the question: does a quantum version of the PCP theorem hold? The story of this study starts with classical complexity and takes unexpected turns providing fascinating vistas on the foundations of quantum mechanics and multipartite entanglement, topology and the so-called phenomenon of topological order, quantum error correction, information theory, and much more; it raises questions that touch upon some of the most fundamental issues at the heart of our understanding of quantum mechanics. At this point, the jury is still out as to whether or not such a theorem holds. This survey aims to provide a snapshot of the status in this ongoing story, tailored to a general theory-of-CS audience."
